english,urdu
is tarah turkon ke khilaaf arabon kee baghawat ka aaghaaz karwa kar Lorrence bada khush hua aur London ittela dee ki khel shuroo ho gaya hai.,اس طرح ترکوں کے خلاف عربوں کی بغاوت کا آغاز کروا کر لارنس بڑا خوش ہوا اور لندن اطلاع دی کہ کھیل شروع ہو گیا ہے۔
kmyonston ' aairah samaaj aur hindu maha sabha ke karindon ney fojion ko aik aik musalman ke ghar aur maal ki nishaan dahi karwai.,کمیونسٹوں ' آریہ سماج اور ہندو مہا سبھا کے کارندوں نے فوجیوں کو ایک ایک مسلمان کے گھر اور مال کی نشان دہی کروائی۔
aur us ke baad hukoomat kee baag dor doosre baadshaahon ke haath mein aa gayi.,اور اُس کے بعد حکومت کی باگ ڈور دوسرے بادشاہوں کے ہاتھ میں آ گئی۔
unhen farz namaz padhna bhi agar che jaiz he laikin imam ko jamaat karwate waqt lambi duaaen padhne se ijtinab karna chahiyye taa ke muqtadiyon par mashaqqat na ho.,انہیں فرض نماز میں پڑھنا بھی اگرچہ جائز ہے لیکن امام کو جماعت کرواتے وقت لمبی دعائیں پڑھنے سے اجتناب کرنا چاہیے تا کہ مقتدیوں پر مشقت نہ ہو۔
january san 1935AD ko paida hone wale ailus presle 16 august san 1977AD ko bayalis baras ki umr main dil ka daura padne se intiqal kar gaye the.,جنوری سن 1935ء کو پیدا ہونے والے ایلوس پریسلے 16 اگست سن 1977ء کو بیالیس برس کی عمر میں دل کا دورہ پڑنے سے انتقال کر گئے تھے۔
ye duniya ke azeem pahadi silsilon karakoram aur himalaya ko uboor karti hai.,یہ دنیا کے عظیم پہاڑی سلسلوں قراقرم اور ہمالیہ کو عبور کرتی ہے۔
"sunah 1949 mein Israel ke pehlay intikhabaat baad kanest muntakhab hui, jis ko pehli kanest kehte hain.",سنہ 1949ء میں اسرائیل کے پہلے انتخابات بعد کنیست منتخب ہوئی، جس کو پہلی کنیست کہتے ہیں۔
sciency taur par in zalzalon ko rector scale ya markali scale par napa jata hai.,سائنسی طور پر ان زلزلوں کو ریکٹر سکیل یا مرکالی سکیل پر ناپا جا تا ہے۔
aasifi imaam bada ya bada imaam bada,آصفی امام باڑہ یا بڑا امام باڑہ
hai jis se gardan kee haddi tootne aur dam ghutne se maut waaqe hoti jaati hai.,ہے جس سے گردن کی ہڈی ٹوٹنے اور دم گھٹنے سے موت واقع ہوتی جاتی ہے۔
kitaab mein bunyadi qadeem arabi maakhuz ka istemaal bahut mehnat se kiya gaya syed Qamar abbas aarajee hussaini ney syed Yahya nesabah.,کتاب میں بنیادی قدیم عربی ماخذ کا استعمال بہت محنت سے کیا گیا سید قمر عباس اعرجی حسینی نے سید یحیی نسابہ ۔
ki kashmakash-e- Iqtidaar ney balad-e- mashriq se Romi tijaarat ke dosray tamam rastay band kar diye they.,کی کشمکشِ اقتدار نے بلادِ مشرق سے رومی تجارت کے دوسرے تمام راستے بند کر دیے تھے۔
wahi Iraq mein aap ki pahli shadi hui thi.,وہی عراق میں آپ کی پہلی شادی ہوئی تھی۔
Israel ka qiyaam tha us maqsad ki khaatir yahoodi daanishwaron mufakkireen morrikheen panaah guzeen har tarah,اسرائیل کا قیام تھا اس مقصد کی خاطر یہودی دانشوروں مفکرین مورخین پناہ گزین ہر طرح
daraamdat ghatane ke liye sanaten qaim huyin aur zaree shobe main taraqqi ko tarjig di gayi.,درآمدات گھٹانے کے لیے صنعتیں قائم ہوئیں اور زرعی شعبے میں ترقی کو ترجیح دی گئی۔
maahe noor. Kahaniyan,ماہ نور۔ کہانیاں
muslim league ney bhi crisp mission ke mansoobay ko is juwaz par mustarad kar diya ke is mein,مسلم لیگ نے بھی کرپس مشن کے منصوبے کو اس جواز پر مسترد کر دیا کہ اس میں
unho ne aik bainul aqwami islami tableeghi tanzeem IPCI qayam ki.,انہوں نے ایک بین الاقوامی اسلامی تبلیغی تنظیم ،IPCI قائم کی۔
safa aur marwa pahad allah ki nishaniyon main se hen to jo koi baitullah,صفا اور مروہ پہاڑ اللہ کی نشانیوں میں سے ہیں تو جو کو ئی بیت اللہ
"na hota, yaani baab mein kam az kam is qadar zimmadaari zaroor ada farmate the.",نہ ہوتا، یعنی اس باب میں کم از کم اس قدر ذمہ داری ضرورادا فرماتے تھے۔
muqaame badar par pahunch kar ek chashma ke qareeb ye mukhtasar sa lashkar khema zan hua.,مقام بدر پر پہنچ کر ایک چشمہ کے قریب یہ مختصر سا لشکر خیمہ زن ہوا۔
"abdussalaam abdul razzaq (paidayish 1941) jo apne qalmi naam salam bin razzaq se marrof hain, mumbai mein muqeem urdu aur hindi zabaanon ke afsana negaar aur mutrajim hain.",عبد السلام عبد الرزاق (پیدائش: 1941ء) جو اپنے قلمی نام سلام بن رزاق سے معروف ہیں ممبئی میں مقیم اردو اور ہندی زبانوں کے افسانہ نگار اور مترجم ہیں۔
"wasool kunindah ke ahaate mein paani ki gardishi kaifiyat, jaisa ke mado jazar ya talatum waghaira ki kaifiyat per hota hai.",وصول کنندہ کے احاطے میں پانی کی گردشی کیفیت، جیسا کہ مدوجزر یا تلاطم وغیرہ کی کیفیت، پر ہوتا ہے۔
"ke tehet muashre ke tamam tabqat main ta'awun, ukhuwwat, izzat o ehtiram aur unhen khushhal zindagi guzarne ke liye ianat faraham karna he.",کے تحت معاشرے کے تمام طبقات میں تعاون، اخوت، عزت و احترام اور انہیں خوشحال زندگی گزارنے کے لیے اعانت فراہم کرنا ہے۔
"isi din, France blue ne report kiya ke senate atiney ""muhasra"" mein tha.","اسی دن، فرانس بلیو نے رپورٹ کیا کہ سینٹ ایٹیینے ""محاصرہ"" میں تھا۔"
"desaan da raja mere babul da pyaara, barein barsein khatan gaya seen aur dallan thahar ja yaar da nazaara lein de kee wajah se shohrat rakhte hain.",دیساں دا راجا میرے بابل دا پیارا ، باریں برسیں کھٹن گیا سیں اور دلاں ٹھہر جا یار دا نظارا لین دے کی وجہ سے شہرت رکھتے ہیں۔
shuara ke kuch namune bhi milte hen pehla daur hazrat ameer khusru se shuru hota he.,شعراءکے کچھ نمونے بھی ملتے ہیں پہلا دور حضرت امیر خسرو سے شروع ہوتا ہے۔
aur is maqsad ke liye wo Israeli fauj aur yahoodi aabaad-kaaron par hamle karte rahte hain.,اور اس مقصد کے لیے وہ اسرائیلی فوج اور یہودی آبادکاروں پر حملے کرتے رہتے ہیں۔
1936 mein jis taraqqi pasand musannifeen ki conference Lucknow mein huwi is per sajjad zaheer ne bahut pehle se kaam karna shuru kar diya tha.,1936ء میں جس ترقی پسند مصنفین کی کانفرنس لکھنؤ میں ہوئی اس پر سجاد ظہیر نے بہت پہلے سے کام کرنا شروع کر دیاتھا۔
is silsile mein kuchh kaathiawaada aur Sindh kee jamaaton ka bhi daurah kiya tha.,اِس سلسلے میں کَچھ، کاٹھیاواڑ اور سندھ کی جماعتوں کا بھی دورہ کیاتھا۔
bunyadi taur par haram maghz ke do ehem kaam hen:,بنیادی طور پر حرام مغز کے دو اہم کام ہیں:
"ki Sonia Durjan Singh ke bete, Siraj (Atif Sheikh) se shadi karna chahte hain.",کہ سونیا درجان سنگھ کے بیٹے، سراج ( عاطف شیخ ) سے شادی کرنا چاہتے ہیں۔
unho ne apne career ka aghaz drama ' jharoke' se kiya.,انہوں نے اپنے کریئر کا آغاز ڈراما ’ جھروکے‘ سے کیا۔
5 saal ki umr se taalim shuru hoti he aur 7 saal tak jari rehti he.,5 سال کی عمر سے تعلیم شروع ہوتی ہے اور 7 سال تک جاری رہتی ہے۔
shaitaan kee ye aawaaz sirf mushrikeen ne suni aur momineen ke kaanon mein shaitaan kee aawaaz nahin aayi.,شیطان کی یہ آواز صرف مشرکین نے سنی اور مومنین کے کانوں میں شیطان کی آواز نہیں آئی۔
Syed Ataullah Shah Bukhari az Agha Shorish Kashmiri matbuaat chattan Lahore.,سید عطاء اللہ شاہ بخاری از آغا شورش کاشمیری مطبوعات چٹان لاہور۔
"Coke, saat roza Karachi",کوک، سات روزہ کراچی
"gaya tha (ginti 5,6:3) in ki khidmaat ki tafseel is kitaab mein maujood hai.",گیا تھا (گنتی 5،6:3)، ان کی خدمات کی تفصیل اس کتاب میں موجود ہے۔
wo husaini sayed hen aur khuwaja banda nawaz ki aulad se hen.,وہ حسینی سیدہیں اور خواجہ بندہ نواز کی اولاد سے ہیں۔
ham jinhein haath laga kar hi gunahgaar huye,ہم جنہیں ہاتھ لگا کر ہی گنہگار ہوئے
mauseeqi ke huqooq asal mein time magnetics (ab tajaaweez mauseeqi) kee taraf se khareeda gaya.,موسیقی کے حقوق اصل میں ٹائم میگنیٹکس (اب تجاویز موسیقی ) کی طرف سے خریدا گیا.
marw mein tadfeen ki gayi.,مرو میں تدفین کی گئی۔
ye mamlikat Israel ka daarul hukoomat tha.,یہ مملکت اسرائیل کا دار الحکومت تھا۔
deta hai jis se un ke hajam aur saakht ke baare jaanna aasaan ho jaata hai.,دیتا ہے جس سے ان کے حجم اور ساخت کے بارے جاننا آسان ہو جاتا ہے۔
ye film kai awards ke liye muntakhib hui aur alicia vikander ko is film ke liye best supporting actress ka oscar bhi mila tha.,یہ فلم کئی ایوارڈز کے لیے منتخب ہوئی اور الیشا وکنڈر کو اس فلم کے لیے بیسٹ سپورٹنگ ایکٹریس کا آسکر بھی ملا تھا۔
ginti mein ise nau sau unhattar bola jaata hai.,گنتی میں اسے نو سو انہتر بولا جاتا ہے۔
aap ke mazamir yahudu aur masihi ibadaton ke waqt padhe aur gaye jate hen.,آپ کے مزامیر یہودی اور مسیحی عبادتوں کے وقت پڑھے اور گائے جاتے ہیں۔
"se pehle pehlay khurasan ke baray hissa par qabiz wa mutasarrif ho kar aik aik dushman ka qissa pak kiya, Ali bin krmani ke qatl se farigh ho kar abu muslim marw ki taraf lout",سے پہے پہلے خراسان کے بڑے حصہ پرقابض ومتصرف ہوکر ایک ایک دشمن کا قصہ پاک کیا، علی بن کرمانی کے قتل سے فارغ ہوکر ابومسلم مرو کی طرف لوٹ
jaan beta khilafat pe de do,جان بیٹا خلافت پہ دے دو
aur yahan sab se pehle darakhton ki kataai 1881 mein shuroo hui.,اور یہاں سب سے پہلے درختوں کی کٹائی 1881 میں شروع ہوئی۔
panjabi zaban ke azim sufi shayar waris shah ne ahmad shah abdali ki lut maar ke bare main kaha:-,پنجابی زبان کے عظیم صوفی شاعر وارث شاہ نے احمد شاہ ابدالی کی لوٹ مار کے بارے میں کہا:۔
cheen main professional foot ball abhi tak apni taraqqi ke marahil tay kar raha he.,چین میں پروفیشنل فٹ بال ابھی تک اپنی ترقی کے مراحل طے کر رہا ہے۔
kuch adadi nizamon mein 1701 se bara ya ziyada aur 1703 se chhota ya kam hota hai.,کچھ عددی نظاموں میں 1701 سے بڑا یا زیادہ اور 1703 سے چھوٹا یا کم ہوتا ہے۔
"jin mein Mir Chaakar ke do naujawaan bhayion ke alaawa Mir Haan, Hamal, Jaado, Chanawar, Haleer, Seer, Bebgar, Piro Shah aur deegar sainkdon bahadur Baloch shaamil the Balochon kee muashrati",جن میں میر چاکر کے دو نوجوان بھائیوں کے علاوہ میرھان، ھمل، جاڑو، چناور، ھلیر، سپر،جیند، بیبگر، پیرو شاہ اور دیگر سینکڑوں بہادر بلوچ شامل تھے بلوچوں کی معاشرتی
aur is se pehlay aik hazaar aath sau nananway ya athaara sau nananway aur is ke baad aik hazaar aath sau akiyanoe ya athaara sau akiyanoe bola jata hai.,اور اس سے پہلے ایک ہزار آٹھ سو انانوے یا اٹھارہ سو انانوے اور اس کے بعد ایک ہزار آٹھ سو اکیانوے یا اٹھارہ سو اکیانوے بولا جاتا ہے۔
wo us waqt Punjab Urdu Academy ke Chairman ke taur par bhi khidmaat sar anjaam de rahe hain.,وہ اس وقت پنجاب اردو اکیڈمی کے چیئرمین کے طور پر بھی خدمات سر انجام دے رہے ہیں۔
is ko 28 November 1660 ko society ka pahla khazanchi muqarrar kiya gaya is ohde par 1663 tak khidmaat sar anjaam dein.,اس کو 28 نومبر 1660ء کو سوسائٹی کا پہلا خزانچی مقرر کیا گیا اس عہدے پر 1663ء تک خدمات سر انجام دیں۔
wa tableegh shuroo ki to khurasan ke log jauq dar jauq is ke paas aane lage.,وتبلیغ شروع کی توخراسان کے لوگ جوق درجوق اس کے پاس آنے لگے۔
is ke ilawa yahan aik jheel bhi banai hai jis mein kashti ki sawari ki ja sakti hai.,اس کے علاوہ یہاں ایک جھیل بھی بنائی ہے جس میں کشتی کی سواری کی جاسکتی ہے۔
phir 1911 mein inhen aik primaray school mein daakhil kiya gaya jahan unhon neh taqreeban do saal tak taleem haasil ki.,پھر 1911ء میں انہیں ایک پرائمری اسکول میں داخل کیا گیا جہاں انہوں نے تقریباً دو سال تک تعلیم حاصل کی۔
"1921 mein, Proman ne apna karobaar chhod diya aur gurudwara islehaat ki tehreek mein shamuliyat ikhteyaar kar li.",1921ء میں، پرومن نے اپنا کاروبار چھوڑ دیا اور گوردوارہ اصلاحات کی تحریک میں شمولیت اختیار کر لی۔
"jung nicopols 25 september 1396 ko sultanat usmania aur hungry, france aur muqaddas romi sultanat ke muttahid lashkar ke drmiyan ladi jaane waali jung thi.",جنگ نکوپولس 25 ستمبر 1396ء کو سلطنت عثمانیہ اور ہنگری، فرانس اور مقدس رومی سلطنت کے متحد لشکر کے درمیان لڑی جانے والی جنگ تھی۔
"aain banam ""dine ilahi"" mutaaraf karaya jis main hindostan ke tamam mazahib ki aazadi ko yaqini banaya gaya tha.",آئین بنام “دین الہی” متعارف کرایا جس میں ہندوستان کے تمام مذاہب کی آزادی کو یقینی بنایا گیا تھا۔
rakhne par majboor ho gaye chaahe is ke liye doller khareedne padein ya bechne.,رکھنے پر مجبور ہو گئے چاہے اس کے لیے انہیں ڈالر خریدنے پڑیں یا بیچنے۔
"ke waliden ke darmiyan main alahidgi ho gayi aur un ki maan ghar chhod kar chali gayi,",کے والدین کے درمیان میں علاحدگی ہو گئی اور اُن کی ماں گھر چھوڑ کر چلی گئی۔
is film mein adaakaari ke liye Pawan Kalyan ne 59ween Film Fair Aizaazaat - Junoob ke mauqa par Film Fair Aizaaz barae behtareen adaakaar - Telugu haasil kiya.,اس فلم میں اداکاری کے لیے پون کلیان نے 59ویں فلم فیئر اعزازات - جنوب کے موقع پر فلم فیئر اعزاز برائے بہترین اداکار - تیلگو حاصل کیا۔
Abdul alqadir (musalman rehnuma),عبد القادر (مسلمان رہنما)
ho saki aur yun istiqlal marshi aaj bhi turkey ka qaumi taranah hai.,ہو سکی اور یوں استقلال مارشی آج بھی ترکی کا قومی ترانہ ہے۔
is ke baad aayat number 5 se 22 tak musalsal un inamaat ki tafseel bayan ki gayi hai jin,اس کے بعد آیت نمبر 5 سے 22 تک مسلسل ان انعامات کی تفصیل بیان کی گئی ہے جن
main unho ne pahadon ka sher aur aakhir zamane ka sher likh kar 1923 shohrat hasil ki.,1923 میں انہوں پہاڑوں کا شعر اور آخر زمانے کا شعر لکھ کر شہرت حاصل کی۔
jabki masjid ek aisi jagah hai jo us ke liye waqf kar dee gayi hai.,جبکہ مسجد ایک ایسی جگہ ہے جو اس کے لیے وقف کر دی گئی ہے۔
"unhon ne ek aur kitaab ""Mahwal-Mauhoom"" likhi aur is ko apne shaagird ""Husain Ali Mustaan"" ke naam se shaya kiya.","انہوں نے ایک اور کتاب ""محوالموھوم"" لکھی اور اس کو اپنے شاگرد ""حسینعلی مستعان"" کے نام سے شائع کیا۔"
qibla aalam khud farmaate the ki Rab Taala ne mujhe do shauq ata farma rakhe the ghur sawaari aur taameere masaajid ka shauq.,قبلہ عالم خود فرماتے تھے کہ رب تعالیٰ نے مجھے دو شوق عطا فرما رکھے تھے گھڑ سواری اور تعمیر مساجد کا شوق۔
ilme hadees mein is se muraad hadees ka wo khaas shobae ilm hai ki jis mein riwaayat,علم حدیث میں اس سے مراد حدیث کا وہ خاص شعبۂ علم ہے کہ جس میں روایت
ye abtar rishi ka beta aur budh ya atarid ka bap tha.,یہ ابتری رشی کا بیٹا اور بدھ یا عطارد کا باپ تھا۔
"kar liya, Albata sun do hazaar aik mein unhon ney karishma Kapoor ke sath film 'Zubaida' banai.",کر لیا، البتہ سن دو ہزار ایک میں انہوں نے کرشمہ کپور کے ساتھ فلم ’زبیدہ‘ بنائی۔
"Suhib maqsood, cricket khilari",صہیب مقصود، کرکٹ کھلاڑی
wo ikattis sal ki bharpur jawani main hi shahid ho gaye.,وہ اکتیس سال کی بھرپور جوانی میں ہی شہید ہو گئے۔
"is se morad woh usool aur qawaneen fitrat hain, jin ke tehat yeh karkhana qudrat apne waqt par maaraz wujood mein laya gaya.",اس سے مراد وہ اصول اور قوانین فطرت ہیں، جن کے تحت یہ کارخانہ قدرت اپنے وقت پر معرض وجود میں لایا گیا۔
aur ye maghroor lashkar maidaan chhod kar bhaag khara hua.,اور یہ مغرور لشکر میدان چھوڑ کر بھاگ کھڑا ہوا۔
"ki duniya mein hamesha is tarah zinda rahogi jis tarah maazi mein adakara Nighat Sultana ney film ""sasural"" ka gana"" ja apni hasratoon par ansoo baha ke soja"".",کی دنیا میں ہمیشہ اس طرح زندہ رہوگی جس طرح ماضی میں اداکارہ نگہت سلطانہ نے فلم ’’سسرال‘‘ کا گانا ’’جا اپنی حسرتوں پر آنسو بہا کے سوجا‘‘۔
yahi wajah hai ke duniya bhar ke saamyeen ise aik qaabil bharosa nashriyaati edaara samajhte hain.,یہی وجہ ہے کہ دنیا بھر کے سامعین اسے ایک قابل بھروسا نشریاتی ادارہ سمجھتے ہیں۔
1957 uttar-pardesh assembly intikhabaat mein unhon ney uttar-pardesh ke behraich zila ke 269 - behraich assembly halqa se parja socialist party ki janib se intikhabaat mein hissa liya tha.,1957 اترپردیش اسمبلی انتخابات میں انہوں نے اترپردیش کے بہرائچ ضلع کے 269 - بہرائچ اسمبلی حلقہ سے پرجا سوشلسٹ پارٹی کی جانب سے انتخابات میں حصہ لیا تھا۔
ye national high way authority ke zere intizam he.,یہ نیشنل ہائی وے اتھارٹی کے زیر انتظام ہے۔
Kashmiri zabaan kee taareekh 5000 saal purani tahzeeb ka ahaata kiye huye hain jis ke ilmi saboot 2000 saal purane hain,کشمیری زبان کی تاریخ 5000 سال پرانی تہذیب کا احاطہ کیے ہوئے ہیں جس کے علمی ثبوت 2000 سال پرانے ہیں
novel ke shuru se le kar akkhar tak aisay mushkil alfaaz bilkul nzrnhin atay jo zehan par boojh ka sabab bantay hon.,ناول کے شروع سے لے کر اخر تک ایسے مشکل الفاظ بالکل نظرنہیں آتے جو ذہن پر بوجھ کا سبب بنتے ہوں۔
kainaat ke ye hisse humare maujooda kainati ufuq se pare hen.,کائنات کے یہ حصّے ہمارے موجودہ کائناتی افق سے پرے ہیں۔
bila-mubaalgha Allama Iqbal ek azeem mufakkir maanje jaate hain.,بلامبالغہ علامہ اقبال ایک عظیم مفکر مانے جاتے ہیں۔
ye munhasar ilaaqe ba-lihaaz qaumi parcham hai.,یہ منحصر علاقے بلحاظ قومی پرچم ہے۔
alid aur audesi ka angrezi mein tarjuma kiya.,الیڈ اور اودیسی کا انگریزی میں ترجمہ کیا۔
isi sheher main aik dusri jagah aik ghar main lakdi ke mazboot takhton ka farsh mila he.,اسی شہر میں ایک دوسری جگہ ایک گھر میں لکڑی کے مظبوط تختوں کا فرش ملا ہے۔
"khaaraan, sooba balochistan ke zila khaaraan ka shahar hai.",خاران، صوبہ بلوچستان کے ضلع خاران کا شہر ہے۔
ab aalami tuwajjo ke baad is qudrati wirse kee hifaazat ka mansooba tashkeel diya gaya hai,اب عالمی توجہ کے بعد اس قدرتی ورثے کی حفاظت کا منصوبہ تشکیل دیا گیا ہے
Media Worker Organisation (MWO) ne ab na sirf apne halqe balki hukoomati baala khaanon mein bahut pazeerayi haasil kar lee hai.,میڈیا ورکر آرگنائزیشن (MWO) نے اب نہ صرف اپنے حلقے بلکہ حکومتی بالا خانوں میں بہت پزیرائی حاصل کر لی ہے۔
Abdul Maseeh Hindustan mein church missionary society ka pahla kaarindah tha.,عبد المسیح ہندوستان میں چرچ مشنری سوسائٹی کا پہلا کارندہ تھا۔
fehrist Qabras ke dariya,فہرست قبرص کے دریا
ye tariqa us waqt ziyada kargar hota he jab sone main chandi 10 fisad se ziyada na ho.,یہ طریقہ اس وقت زیادہ کارگر ہوتا ہے جب سونے میں چاندی 10 فیصد سے زیادہ نہ ہو۔
"aur nahin jaana pada, waheen rahe, ye wo zamaana hai jab un kee shayari ka baa-qaayeda aaghaaz hota hai.",اور نہیں جانا پڑا، وہیں رہے، یہ وہ زمانہ ہے جب ان کی شاعری کا باقاعدہ آغاز ہوتا ہے۔
kul das qabren khodi gayi thin.,کل دس قبریں کھودی گئی تھیں۔
fehrist El Salvador ke dariya,فہرست ایل سیلواڈور کے دریا
addurrul mukhtar: imam haskafi ke qalam se tanweerul absar ki sharah he.,الدر المختار: امام حصکفی کے قلم سے تنویر الابصار کی شرح ہے۔
lanihiya ke taur per Johny Lever,لانیہیا کے طور پر جانی لیور
musannifa ne bade khoobsoorat andaz mein is kirdaar ko taraasha hai.,مصنفہ نے بڑ ے خوبصورت انداز میں اس کردار کو تراشا ہے۔
jhooti nahin hai tab us ne ladki ke qalam-band bayaan le kar saara maamla Rajasthan police ko muntaqil kar diya.,جھوٹی نہیں ہے تب اس نے لڑکی کے قلمبند بیان لے کر سارا معاملہ راجستھان پولس کو منتقل کر دیا۔
1967 mein is ke dada ki wafaat per nazaam hyderabad ka laqab baraaye naam mila.,1967ء میں اس کے دادا کی وفات پر نظام حیدرآباد کا لقب برائے نام ملا۔
ilm qarat shاikhan wali masjid Khanewal se haasil kiya.,علم قرات شیخاں والی مسجد خانیوال سے حاصل کیا۔
aik sahabi ney un kalimaat ke sath apni namaz ka aaghaz kiya to rasoo-lul- laah sal-lal-lahu alaihe wa aalehi wa sal-lam ney farmaya:,ایک صحابی نے ان کلمات کے ساتھ اپنی نماز کا آغاز کیا تو رسول اللہ صلی اللہ علیہ و علی آلہ وسلم نے فرمایا:
Pakistan ke tehat nah chalaye ja satke hon aur naye intikhabaat ka ineqad na-guzeer ho to woh Pakistan ki qaumi assembly ko tahleel kar satke hain.,پاکستان کے تحت نہ چلائے جا سکتے ہوں اور نئے انتخابات کا انعقاد ناگزیر ہو تو وہ پاکستان کی قومی اسمبلی کو تحلیل کر سکتے ہیں۔
is qism ki karrwayiaan ziyada ter palestine ki zere zameen azuddin alaqsaam brigade sar anjaam deti hai.,اس قسم کی کاروائیاں زیادہ تر فلسطین کی زیر زمین عزالدین القسام بریگیڈ سر انجام دیتی ہے۔
tahreek pakistan mein musallim hai aur donon ke kirdaar ko baik waqt tasleem kiya jaana chahiye.,تحریک پاکستان میں مسلم ہے اور دونوں کے کردار کو بیک وقت تسلیم کیا جانا چاہیے۔
Sheikh Mohammad Shafi ke aik bete Qazi Badi-uz-Zaman the jo bade buland martaba sahab-e-ilm the.,شیخ محمد شفیع کے ایک بیٹے قاضی بدیع الزمان تھے جو بڑے بلند مرتبہ صاحب علم تھے
"america, germany , italy, poland , roos, misr aur marakash ke inqilabiyon ke saath shanasai paida ki.",امریکا، جرمنی ، اٹلی، پولینڈ ، روس، مصر اور مراکش کے انقلابیوں کے ساتھ شناسائی پیدا کی۔
us ki baad ki filmon main us ke libaith ke dino ki akkasi milti he.,اس کی بعد کی فلموں میں اس کے لیبیتھ کے دنوں کی عکاسی ملتی ہے۔
Fractal isi tarah ke mazaahir ko riyaaziaati taur par mutaala karne ke liye istemaal hote hain.,فریکٹل اسی طرح کے مظاہر کو ریاضاتی طور پر مطالعہ کرنے کے لیے استعمال ہوتے ہیں۔
Ghaliban ye bartan singhaar ka saamaan rakhne ke kaam aate the.,غالباً یہ برتن سنگھار کا سامان رکھنے کے کام آتے تھے۔
yaasaat safli wa aliya,یاسات سفلی و علیا
1844 mein wo qaayim muqaam governor general hind bhi raha.,1844ء میں وہ قائم مقام گورنر جنرل ہند بھی رہا۔
"un qabil-e- zikar afraad ko diya jata hai jo"" comrade ke darmain amn ko taqwiyat bakhsheen"".","ان قابل ذکر افراد کو دیا جاتا ہے جو ""کامریڈ کے درمیان امن کو تقویت بخشیں""۔"
"Leena Jumani 16 July 1990 ko Ahmadabad, Gujarat, Hindustan mein paida hui aur waheen parwaan charhi thi.",لینا جمانی 16 جولائی 1990 کو احمدآباد، گجرات، ہندوستان میں پیدا ہوئی اور وہیں پروان چڑھی تھی۔
is film ki hidayaat bhi shaukat husain rizwi ne di thin.,اس فلم کی ہدایات بھی شوکت حسین رضوی نے دی تھیں۔
"1903 mein aligarh se aik rasala ""urud-e'mualla"" jaari kiya.",1903ءمیں علی گڑھ سے ایک رسالہ ”اردوئے معلی“ جاری کیا۔
is ke alawa argentina ne pehli baar kisi jaandar ke jeenom ka naqsha taiyaar kiya jo duniya bhar mein apni nauyiat ka pehla tha.,اس کے علاوہ ارجنٹائن نے پہلی بار کسی جاندار کے جینوم کا نقشہ تیار کیا جو دنیا بھر میں اپنی نوعیت کا پہلا تھا۔
Ghalle ko chat kar jaati hai.,غلے کو چٹ کر جاتی ہے۔
mubahsa Patras wa E Pain.,مباحثہ پطرس و ای پین۔
"wo DNA repairing, Cell cycle ke uloom se waabista hain.",وہ ڈی این اے ریپئرینگ، سیل سائیکل کے علوم سے وابستہ ہیں۔
shamsuddin qayyum chahaarum (raabe) khawaja mohammad zubair sarhindi jo qayyum som khawaja mohammad naqshbandi saani ke pote aur jaanasheen the.,شمس الدین قیوم چہارم(رابع) خواجہ محمد زبیر سرہندی جو قیوم سوم خواجہ محمد نقشبند ثانی کے پوتے اور جانشین تھے۔
Mariam bint Imran/Imram Musa kee bahan hain jo dariya mein sandooq ke peechhe gayi theen.,مریم بنت عمران/عمرام موسیٰ کی بہن ہیں جو دریا میں صندوق کے پیچھے گئی تھیں۔
"Salma Mumtaz ne ek Pashto film bhi banayi thi jis ka naam ""Daazoye Mina"" tha.",سلمیٰ ممتاز نے ایک پشتو فلم بھی بنائی تھی جس کا نام ’’دازوئے مینا‘‘ تھا۔
1941 - doosri jung azeem : nazi germany aur ataalia ne riyasathaye muttahda (america) ke khilaaf elaan,1941ء – دوسری جنگ عظیم: نازی جرمنی اور اطالیہ نے ریاست ہائے متحدہ (امریکا) کے خلاف اعلان
waalid Venkata Ramadasu aur waalida Kausaliyama the.,والد وینکاٹا راماداسو اور والدہ کوسلیاما تھے۔
"diya, Pakistan mein munaqid hone waale ilmi seminaron mein aap ko madoo kiya jaata tha.",دیا، پاکستان میں منعقد ہونے والے علمی سیمناروں میں آپ کو مدعو کیا جاتا تھا۔
"Sakina bint al-Hussain alaihissalaam, safha 20, 24 thode se ikhtelaaf ke saath",سکینہ بنت الحسین علیہ السلام، صفحہ 20، 24 تھوڑے سے اختلاف کے ساتھ
"Mohammad hashim thhathhuri Hanfi, hiyatul- qu-loob fi ziyart-il -al-Mahboob, baab awwal, ehram ke bayan mein , fasal doum mawaqeet hajj wa umrah bayan mein, safha 60",محمد ہاشم ٹھٹھوی حنفی، حیاۃالقلوب فی زیارۃ المحبوب، باب اول، احرام کے بیان میں، فصل دوم مواقیت حج و عمرہ کے بیان میں، صفحہ 60
peepal ke pattay aur darakht ki taswerain be shumaar bartano par millti hain.,پیپل کے پتے اور درخت کی تصویریں بے شمار برتنوں پر ملتی ہیں۔
"Pakistani establishment ki jame tareef stephin P kohn ney apni kitaab “Idea of pakstan"" mein ki hai,",پاکستانی اسٹیبلشمنٹ کی جامع تعریف سٹیفن پی کوہن نے اپنی کتاب “آئیڈیا آف پاکستان“ میں کی ہے،
se mahfooz tareeqa kaar ke darmiyaan mein rahne kee isqaate hamal kee ek taweel taareekh hai.,سے محفوظ طریقہ کار کے درمیان میں رہنے کی اسقاط حمل کی ایک طویل تاریخ ہے۔
