text,summary
بنگلہ دیش نے در اندازی سے متعلق بھارتی وزیر داخلہ کے بیان پر شدید نکتہ چینی کرتے ہوئے کہا کہ بھارت اور بنگلہ دیش کے مابین جب اس طرح کے گہرے رشتے ہوں تو ان کا ایسا بیان، ’’ناقابل قبول ہے۔‘‘ بنگلہ دیش کے وزير خارجہ اے کے عبد المومن کا کہنا ہے کہ بنگلہ دیش سے متعلق امیت شاہ کا علم بہت محدود ہے شاید اسی لیے انہوں نے ایسی بات کہی ہوں گی۔ اس سے متعلق جب ڈھاکہ کے ایک مقامی اخبار نے بنگلہ دیشی وزیر خارجہ اے کے عبد المومن سے سول کیا تو انہوں نے کہا،’’اس دنیا میں بہت سے عقل مند لوگ ہیں، کچھ تو دیکھنے کے بعد نظر انداز کر جاتے ہیں، وہ آگاہی کے باوجود بھی اسے سمجھنا نہیں چاہتے۔ لیکن اگر انہوں (امیت شاہ) نے ایسا کہا ہے تو میں یہی کہوں گا بنگلہ دیش سے متعلق ان کا علم بہت محدود ہے۔ بنگلہ دیش میں بھوک سے کوئی نہیں مرتا ہے۔ یہاں قحط سالی جیسی کوئی غربت نہیں ہے۔‘‘ ان کا مزید کہنا تھا کہ بنگلہ دیش میں اعلی تعلیم یافتہ افراد کے لیے روزگار کی کمی ضرور ہے تاہم متوسط درجے کے تعلیم یافتہ افراد کے ساتھ ایسا نہیں ہے،’’ایک لاکھ سے بھی زیادہ بھارتی شہری بنگلہ دیش میں کام کرتے ہیں۔ ہمیں بھارت جانے کی کیا ضرورت نہیں ہے۔‘‘  ریاست مغربی بنگال کی حکمراں جماعت ٹی ایم سی کی ایک سرکردہ رہنما مہوا موائترا نے بھی بنگلہ دیش سے متعلق امیت شاہ کے بیان پر یہ کہہ کر نکتہ چینی کی ہے کہ بھارتی معاشی ترقی کی شرح بنگلہ دیش سے بہتر نہیں ہے۔,بنگلہ دیش کا کہنا ہے کہ بھارتی وزیر داخلہ کا پڑوسی ملک سے متعلق علم محدود ہے اسی لیے وہ ایسی بیان بازی کر رہے ہیں۔
جلال الدین حقانی کے متعدد بیٹوں میں سے ایک کا نام انس حقانی ہے، جو ان کی متحدہ عرب امارات سے تعلق رکھنے والی بیوی سے پیدا ہوا تھا۔ انس حقانی اس وقت افغان حکومت کی قید میں ہے اور اسے ایک مقامی عدالت نے سزائے موت سنا رکھی ہے۔ حقانی نیٹ ورک نے خبردار کر رکھا ہے کہ اگر انس کو سنائی گئی سزا پر عمل درآمد کیا گیا، تو اس کے سنگین نتائج برآمد ہوں گے۔ مختلف اندازوں کے مطابق اس گروہ کے جنگجوؤں کی مجموعی تعداد تین تا دس ہزار بنتی ہے۔ یہ بھی کہا جاتا ہے کہ اس گروہ کی زیادہ فنڈنگ خلیجی ممالک کی طرف سے کی جاتی ہے۔ اس کے علاوہ یہ نیٹ ورک مختلف مجرمانہ کارروائیوں سے بھی اپنے لیے مالی وسائل جمع کرتا ہے، جن میں اغوا برائے تاوان اور لوٹ مار بھی شامل ہیں۔ ہرات میں کار بم دھماکہ ایک ایسے وقت میں ہوا ہے جب روس نے افغانستان میں مستقبل کی عبوری حکومت میں طالبان کو شامل کرنے کی امریکی تجویز کی حمایت کرنے کا اعلان کیا ہے۔ عالمی طاقتیں افغانستان کے لیے ایک ایسے انتظام کی کوشش کررہی ہیں جس سے جنگ زدہ ملک میں سکیورٹی کو یقینی بنایا جاسکے۔ امریکا، افغانستان کے لیے سیاسی حل اور متحارب دھڑوں کے مابین مستقل جنگ بندی کے لیے روس، چین اور دیگر ملکوں کے ساتھ کا م کررہا ہے۔ روس 18مارچ کو ایک بین الاقوامی کانفرنس کی میزبانی کرنے جا رہا ہے جس میں افغانستان کے مستقبل کے حوالے سے افغان حکومت کے نمائندے اور دیگر فریقین بھی شرکت کریں گے۔ افغان حکومت اور طالبان کے درمیان قطر کے دارالحکومت دوحہ میں سفارتی مذاکرات فی الحال تعطل کا شکار ہیں اور ترکی اگلے ماہ ایک امن مذاکرات کی میزبانی کرے گا۔,افغانستان میں یہ کار بم دھماکہ ایسے وقت ہوا ہے جب عالمی طاقتیں جنگ زدہ ملک میں قیام امن اور مستقل جنگ بندی کے لیے کوشاں ہیں۔
اس تاریخی پس منظر میں کئی حلقوں میں یوم مئی کے موقع پر یہ بحث ہو رہی ہے کہ آخر پاکستان میں بائیں بازو کی سیاست زوال پذیر کیوں ہوئی اور یہ کہ آیا اس کا احیا اب بھی ممکن ہے؟ معروف سیاست دان حاصل بزنجو، جن کے والد میر غوث بخش بزنجو کو بھارت اور پاکستان کے بائیں بازو کے حلقوں میں بہت پذیرائی ملی تھی، کے خیال میں بائیں بازو کی کمر توڑنے میں سب سے اہم کردار جنرل ضیا کی آمریت نے کیا۔ کئی مبصرین کا خیال ہے کہ بین الاقوامی سطح پر آنے والی تبدیلیوں نے بھی پاکستان میں بائیں بازو کی جماعتوں کو نقصان پہنچایا۔ ان کا دعویٰ ہے کہ مشرقی یورپ اور سوویت یونین میں اشتراکی حکومتوں کے خاتمے نے پوری دنیا میں مایوسی کی ایک فضا قائم کی اور اس خاتمے سے مزدور تحریکوں کا بہت نقصان ہوا۔ کمیونسٹ پارٹی آف پاکستان کے سیکرٹری جنرل امداد قاضی کے خیال میں بین الاقوامی صورت حال بھی ایک اہم عنصر بنا، ’’ٹیکنالوجی کے آنے سے دنیا بھر میں افرادی قوت کی کمی ہوئی، جس سے مزدور طبقے کی طاقت بھی کم ہوئی کیونکہ ان کی تعداد میں کمی ہوئی۔ لیکن پاکستان میں جب ہم لیفٹ کے زوال کی بات کرتے ہیں، تو اس میں بہت سے عوامل ہیں۔ سب سے پہلے تو جبر کا ماحول، پارٹی کے سیکرٹری جنرل سجاد ظہیر کے آنے سے پہلے ہی ان پر مقدمات بنا دیے گئے۔ بعد میں کمیونسٹ پارٹی منقسم ہوکر روس اور چین نواز بن گئی، کئی چین نواز بھٹو کے ساتھ مل گئے۔ بھٹو کے دور میں مزدوروں پر ظلم بند نہیں ہوا بلکہ سائٹ اور لانڈھی میں ان پر گولیاں برسائی گئیں۔ نیپ پر پابندی لگائی گئی اور پھر بعد میں پی پی پی کے اشتراکی رہنماؤں کو بھی پابند سلاسل کر دیا گیا تھا۔‘‘,پاکستان میں یوم مئی کے موقع پر بائیں بازو کی چھوٹی چھوٹی جماعتوں کے اجتماعات اور مظاہرے کئی حلقوں میں اس بحث کا سبب بن گئے ہیں کہ ماضی میں بائیں بازو کی طاقتور جماعتوں اور تحریکوں کو کیا ہوا اور وہ زوال پذیر کیوں ہوئیں؟
 تازہ ترین اطلاعات کے مطابق شامی دارالحکومت دمشق میں بدھ کے روز رونما ہونے والے تازہ خونریز واقعات میں انچاس افراد مارے گئے ہیں۔ شام کے حالات پر نظر رکھنے والی تنظیم سیریئن آبزرویٹری فار ہیومن رائٹس نے بتایا ہے کہ باغیوں نے حکومت کے زیر قبضہ علاقوں میں راکٹ حملے کیے جبکہ ملکی فوج نے باغیوں کے ٹھکانوں پر بمباری کی۔ آبزرویٹری کے مطابق مشرقی علاقے غوطہ میں بھی فضائی کارروائی سے37 شہری ہلاک جبکہ 120 زخمی ہو گئے۔ بتایا گیا ہے کہ ملکی فضائیہ نے اس وقت کارروائی کی، جب باغیوں نے راکٹ حملے کیے۔  ایرانی وزیر خارجہ جواد ظریف آج شامی دارالحکومت دمشق پہنچ رہے ہیں جہاں وہ شام میں چار برس سے جاری خانہ جنگی کے خاتمے کے لیے اپنے تجویز کردہ امن منصوبے پر تبادلہ خیال کریں گے۔  ایرانی نیوز ایجنسی تسنیم نے ایرانی وزارت خارجہ کی خاتون ترجمان مرضیہ افخم کے حوالے سے لکھا ہے کہ چار نکاتی منصوبہ دمشق اور دیگر علاقائی طاقتوں کے ساتھ مشورے کے بعد باقاعدہ طور پر اقوام متحدہ میں پیش کیا جائے گا۔ خیال رہے کہ ایران شامی صدر بشار الاسد کا سب سے بڑا حامی ملک ہے۔  دوسری جانب جیش الفتح نامی سُنی جنگجوؤں کے اتحاد نے شیعہ آبادی والے دیہات الفوعہ اور کفریا کا محاصرہ کر رکھا ہے تا کہ حزب اللہ اور اسد فورسز کو پیش قدمی سے روکا جا سکے۔ فریقن کی لڑائی کی وجہ سے عام آبادی درمیان میں پھنس کر رہ گئی ہے۔,شامی دارالحکومت دمشق میں ہونے والے تازہ خونریز واقعات میں کم از کم انچاس افراد مارے گئے ہیں۔ دوسری جانب صدر اسد کے دوست ملک ایران کے وزیر خارجہ بھی نئی تجاویز کے ساتھ شام پہنچ رہے ہیں۔
جرمن وزارت دفاع نے ایسی میڈیا رپورٹوں کی تصدیق کر دی ہے کہ ایرانی جنرل قاسم سلیمانی کی عراق میں کیے گئے امریکی میزائل حملے میں ہلاکت کے بعد جرمنی میں بھی تشدد کا خطرہ ہے۔ اس تناظر میں جرمنی میں دہشت گردی کے خطرے کا لیول بڑھا دیا گیا ہے۔ جرمن پولیس کے مطابق مشرق وسطیٰ میں موجودہ کشیدگی کی وجہ سے جرمنی میں اسرائیلی اور امریکی اہداف کو حملوں کو نشانہ بنایا جا سکتا ہے۔ اتوار کے دن دی ویلٹ میں شائع ہونے والی ایک رپورٹ کے مطابق وفاقی کرمنل آفس (BfV) کی طرف سے سولہ صوبوں کی پولیس کو ہدایات جاری کر دی گئی ہیں کہ بدلتی ہوئی صورتحال کے تناظر میں سکیورٹی کے 'مناسب اقدامات کیے جائیں‘۔ بتایا گیا ہے کہ بالخصوص جرمنی میں امریکی اور اسرائیلی مفادات کو خطرات ہو سکتے ہیں۔ وفاقی پولیس بھی موجودہ صورتحال میں چوکنا ہو چکی ہے۔ کرسچن ڈیموکریٹک یونین (سی ڈی یو) کے قدامت پسند سیاسی رہنما اور داخلہ امور کے ماہر آرمین شوسٹر نے دی ویلٹ سے گفتگو میں کہا ہے کہ جنرل سلیمانی کی ہلاکت کے ممکنہ اثرات کو نظر انداز نہیں کیا جانا چاہیے۔ انہوں نے خبردار کیا کہ اس کے اثرات جرمن سرزمین پر بھی محسوس کیے جا سکتے ہیں۔ شوسٹر کے بقول، ''مشرق وسطیٰ میں تناؤ کی وجہ سے مغربی یورپ میں بھی دہشت گردی کے امکانات بڑھ سکتے ہیں۔‘‘ انہوں نے مزید کہا کہ جرمنی میں ایرانی سرگرمیاں 'طویل عرصے سے سکیورٹی حکام کی توجہ کا مرکز ہیں‘۔ جرمن پارلیمان نے حال ہی میں جرمنی میں ایران نواز لبنانی جنگجو گروہ حزب اللہ کی سرگرمیوں پر پابندی عائد کرنے کا فیصلہ کیا تھا۔,سکیورٹی حکام نے خدشہ ظاہر کیا ہے کہ ایرانی جنرل سلیمانی کی ہلاکت کے بعد جرمنی میں امریکی اور اسرائیلی اداروں کو نشانہ بنانے کا خطرہ ہے۔ ممکنہ خطرات کے پیش نظر متعدد جرمن صوبوں میں سکیورٹی لیول پہلے ہی بڑھایا جا چکا ہے۔
بیلاروس کے دارالحکومت منسک کی سڑکوں پر مظاہرین  نے دو ہفتے قبل ہونے والے متنازع انتخابات کے خلاف  کو احتجاج کرتے ہوئے ایک بڑی ریلی نکالی ہے۔  مظاہرین ایک بار پھر کامیاب ہونے والے صدر لوکاشینکو سے دستبردار ہونے کا مطالبہ کر رہے ہیں۔ وہ 26 برس سے ملک کی سربراہی کر رہے ہیں۔  9 اگست کو ہونے والے انتخابات میں لوکاشینکو دوبارہ صدر منتخب ہوئے تاہم ان نتائج کو سراسر دھوکہ دہی قرار دیا گیا۔ مظاہروں کے پر تشدد ہونے کے باعث چار افراد ہلاک ہوئے جبکہ مظاہرین کا کہنا ہے کہ کئی افراد کو قید کر کے تشدد کا نشانہ بنایا گیا ہے۔  اس سے قبل بیلاروس کے صدر ایلگزینڈر لوکاشینکو کی جانب سے ان کے ملک کی سرحدوں پر بین الاقوامی فوج کے اکٹھا ہونے کے الزامات کے جواب میں نیٹو نے کہا تھا کہ یہ الزامات نے بنیاد ہیں۔  فوجی وردی میں ملبوس صدر کا کہنا تھا کہ انھوں نے ملک کی فوجوں کو ہائی الرٹ پر رہنے کو کہا ہے۔  لوکاشینکو نے الزام عائد کیا ہے کہ نیٹو بیلا روس کو منقسم کرنا چاہتا ہے اور منسک  میں اپنا نیا صدر بٹھانا چاہتا ہے۔  اس کے جواب مںی نیٹو کا کہنا تھا کہ 'اس سے بیلاروسں یا کسی بھی ملک کو کوئی خطرہ نہیں ہے۔ نہ ہی وہ خطے میں فوج کشی کر رہے ہیں۔' بیلاروس کے دارالحکومت منسک کی سڑکوں پر مظاہرین دو ہفتے قبل ہونے والے متنازع انتخابات کے خلاف کو احتجاج کر رہے تھے لتھوینیا کے صدر گیٹانس نوسیڈیا کا خبر رساں ادارے اے ایف پی سے بات کرتے ہوئے کہنا تھا کہ 'بیلاروس کی حکومت کسی بھی قیمت پر ملک کے اندرونی مسائل سے توجہ ہٹانا چاہتی ہے۔ اس کے لیے وہ بے بنیاد بیانات دے رہے ہیں کہ انہیں بیرونی خطرات لاحق ہیں۔' بیلاروس کے صدر کا کہنا تھا کہ وہ اپنے ملک کی افواج کو ملک کی مغربی سرحد پر بھیج رہے ہیں یوکرین کی طرح 95 لاکھ آبادی کا یہ ملک بھی روس اور مغرب کے درمیان دشمنی کا باعث ہے۔ صدر لوکاشینکو روس کے حلیف ہیں۔ انہیں 'یورپ کے آخری آمر حکمران' کے نام سے بھی پہچانا جاتا ہے۔ وہ 26 سال سے ملک کے حکمان ہیں اور زیادہ تر معیشت ریاست کے اختیار میں ہے۔  وہ اپنے مخالفین کے خلاف سنسرشپ اور کریک ڈاؤن کا استعمال کرتے ہیں۔ بیلاروس میں حزب مخالف کی ایک بڑی تحریک میں نئی جمہوری قیادت اور اقتصادی اصلاحات کا مطالبہ کیا جا رہا ہے۔ ان کا کہنا ہے کہ صدر لوکاشینکو نے انتخابات میں دھاندلی کی ہے جنہیں سرکاری طور پر لینڈ سلائیڈ کامیابی حاصل ہوئی۔ ان کے حامیوں کا کہنا ہے کہ صدر کی سختوں نے ہی ملک کو مستحکم رکھا ہوا ہے۔ ,بیلاروس کے دارالحکومت منسک کی سڑکوں پر مظاہرین نے دو ہفتے قبل ہونے والے متنازع انتخابات کے خلاف احتجاج کرتے ہوئے ایک بڑی ریلی نکالی ہےجبکہ بیلاروس کے صدر کی جانب سے ملکی سرحدوں پر بین الاقوامی فوج کے اکٹھا ہونے کے الزامات کو نیٹو نے بے بنیاد قرار دیا ہے۔
بلومبرگ ٹی وی کے مطابق جے پی مورگن چیز اینڈ کمپنی لندن سے اپنے تقریباﹰ 200 ارب یورو یا 230 ارب ڈالر کے اثاثے اب فرینکفرٹ میں اپنے ایک ذیلی ادارے کو منتقل کر رہی ہے اور یہ 'عظیم الجثہ‘ عمل اس سال کے اواخر تک مکمل ہو جائے گا۔ سینکڑوں ارب ڈالر کی اس منتقلی سے واقف ذرائع نے بلومبرگ ٹی وی کو بتایا کہ ان اثاثوں کی منتقلی مکمل ہونے پر جے پی مورگن چیز جرمنی کے بہت بڑے بڑے بینکوں میں سے ایک بن جائے گا۔ جے پی مورگن چیز کے ان اثاثوں کی برطانیہ سے جرمنی منتقلی کے بارے میں جب فرینکفرٹ میں اس امریکی بینک کی ایک ترجمان سے استفسار کیا گیا، تو انہوں نے اس بارے میں کوئی بھی تبصرہ کرنے سے انکار کر دیا۔ تاہم اس ٹرانسفر سے باخبر حلقوں کے مطابق جو 230 ارب ڈالر لندن سے فرینکفرٹ منتقل کیے جا رہے ہیں، وہ اس بینک کی ٹوٹل بیلنس شیٹ کے تقریباﹰ دس فیصد کے برابر بنتے ہیں۔ اس سب سے بڑے امریکی بینک کی لندن شاخ میں سولہ ہزار ملازمین کام کرتے ہیں۔ اب یہ بینک اپنے کاروبار کے ایک حصے کو برطانیہ سے کہیں اور منتقل کرنے کے بارے میں سوچ رہا ہے۔ اس بینک کے سربراہ جیمی ڈائمن نے ریفرنڈم سے پہلے ہی کہہ دیا تھا کہ ایک سے لے کر چار ہزار تک آسامیاں کہیں اور منتقل کی جا سکتی ہیں۔,امریکا کا ایک بہت بڑا بینک برطانیہ میں اپنے سینکڑوں ارب ڈالر کے اثاثے اب جرمنی منتقل کر رہا ہے۔ جے پی مورگن چیز اینڈ کمپنی کے اس اقدام کو بریگزٹ کے باعث برطانیہ کو ہونے والا ’پہلا بہت بڑا نقد نقصان‘ قرار دیا جا رہا ہے۔
 عرب لیگ کے مبصرین حمص کے بعد درعا، حماء اور ادلیب کی صورتحال کا جائزہ لے رہے ہیں۔ تاہم ضلع باب امر میں انہیں تباہ حال گھر دکھائی دیئے اور وہاں کی مقامی آبادی نے انہیں اپنے اوپر ڈھائے جانے والے مظالم کی داستانیں بھی سنائیں۔ ساڑھے سات سو قیدیوں کی رہائی کے بعد شام کے سرکاری ٹیلی وژن نےحکومت کے اس اقدام کی انتہائی تعریف کی ہے۔ انسانی حقوق کی تنظیموں کے بقول شامی ادارے سینکڑوں کی تعداد میں سیاسی قیدیوں کو مبصر مشن کی نظروں سے خفیہ بھی رکھے ہوئے ہیں۔ عرب مبصرین شام کی صورتحال کا جائزہ لینے کے لیے اب مزید شہروں کا رخ کر رہے ہیں۔ ماہرین کا کہنا ہے کہ اب ان تین شہروں میں بھی انہیں اسی طرح کی صورتحال دکھائی دے گی۔ مبصر مشن کے سربراہ مصطفیٰ دابی نے صورتحال کی مکمل جانچ پڑتال کے لیے مزید وقت مانگا ہے۔  مختلف حلقے یہ سوال بھی کر رہے ہیں کہ 150 مبصرین پر مشتمل ٹیم کے لیے یہ کس طرح سے ممکن ہے کہ وہ چار ہفتوں کے دوران شام جیسے بڑے ملک کے حالات کا صحیح اندازہ لگا سکے۔ حُمص جیسے شہر میں انہوں نے صرف چند گھنٹے ہی صرف کیے، جو اصل حقائق سے واقف ہونے کے لیے بہت ہی کم ہیں۔ ساتھ ہی شامی اپوزیشن نے بھی مبصر مشن کی اب تک کی کارکردگی کو تنقید کا نشانہ بنایا ہے۔,عرب لیگ کا مبصر مشن تین دنوں سے شام میں موجود ہے۔ اس دوران مشن کے اراکین حُمص کا دورہ کر چکے ہیں۔ مشن کے سربراہ کے بیان سے یہ تاثر ملتا ہے کہ شام میں حالات خراب تو ہیں لیکن تشویشناک حد تک نہیں۔
 اس سروے کے دوران سوالوں کے جواب دینے والی ملازمت پیشہ خواتین میں سے 76 فیصد نے بتایا کہ انہیں جنسی طور پر ہراساں کیا گیا۔ اس رپورٹ کے مطابق پاکستان میں اقلیتی خواتین سماجی اور معاشی ترقی کے ضمن میں بھی عام آبادی کے مقابلے میں پس ماندہ ہیں۔ اس تحقیق کے نتیجے میں سامنے آنے والی ایک اچھی بات یہ ہے کہ بین ا لمذاہبی تعلقات کے ضمن میں پاکستان کی زیادہ تر اقلیتی خواتین یعنی 55 فیصد عورتوں کا خیال ہے کہ پاکستان کا عمومی ماحول ان کے لیے سازگار ہے لیکن خواتین کی بڑی تعداد کا یہ بھی خیال تھا کہ شانتی نگر اور گوجرہ جیسے واقعات کی صورت میں مقامی آبادی ان کا ساتھ نہیں دے گی۔  اس رپورٹ کے ایک مصنف اور قومی کمیشن برائے امن و انصاف کے ایگزیکٹو ڈائریکٹر پیٹر جیکب نے ڈوئچے ویلے کو بتایا کہ یہ امر خوش آئند ہے کہ اقلیتی خواتین کی بہت بڑی تعداد اپنے قومی شناختی کارڈ بھی بنوا چکی ہے اور وہ اپنا ووٹ کا حق بھی استعمال کر رہی ہے۔ ایک سوال کے جواب میں ان کا کہنا تھا کہ پاکستانی معاشرے میں اقلیتی خواتین کو نہ صرف اقلیت ہونے کے ناطے بلکہ خواتین ہونے کی وجہ سے بھی دوہرے تعصب کا سامنا رہتا ہے۔ ان کے بقول تیس فیصد خواتین نے اس سروے میں پوچھے جانے والے حساس نوعیت کے سوالوں کے جوابات نہیں دیے۔ جس سے ان میں پائے جانے والے خوف و خدشات کا اندازہ لگایا جا سکتا ہے۔,بدھ کے روز لاہور میں اقلیتی خواتین سے متعلق ایک تحقیقاتی رپورٹ جاری کی گئی۔
 برسبین سمٹ میں مختلف اقتصادی امور سمیت کئی شعبوں میں ترقی اور بہتری سے متعلق فیصلے کیے گئے۔ اس سربراہی اجلاس کا سب سے اہم فیصلہ یہ ہے کہ یہ 20 ریاستیں اگلے پانچ سال کے دوران اپنی مجموعی اقتصادی پیداوار میں 2.1 فیصد اضافے کو یقینی بنائیں گی۔  ان ملکوں میں اضافی اقتصادی ترقی کی اس شرح کی مالیت دو ٹریلین ڈالر کے برابر ہو گی۔ شروع میں یہ ہدف دو فیصد رکھا گیا تھا، جسے برسبین میں بڑھا کر 2.1 فیصد کر دیا گیا۔ اقصادی ترقی کی اس شرح کو یقینی بنانے کے لیے گروپ کی رکن ریاستیں داخلی پالیسی اصلاحات متعارف کرائیں گی۔ اسی پروگرام کو برسبین ایکشن پلان کا نام دیا گیا ہے۔  دیگر اہم فیصلوں میں سے ایک روزگار کی منڈیوں میں مردوں اور خواتین کے درمیان پائے جانے والے فرق کے خاتمے سے متعلق ہے۔ 2025 تک گروپ کے رکن ملک اپنی اپنی لیبر مارکیٹ میں خواتین کی شمولیت میں اضافے کو یقینی بنائیں گے۔ اس طرح اگلے قریب ایک عشرے میں جی ٹوئنٹی ریاستوں میں مزید 100 ملین خواتین کو افرادی قوت کا حصہ بنایا جائے گا۔  برسبین سمٹ میں یہ فیصلے بھی کیے گئے کہ توانائی کا موضوع آئندہ سے جی ٹوئنٹی کے ایجنڈے کے مرکز میں ہو گا جب کہ مغربی افریقہ میں ایبولا وائرس کے وبائی پھیلاؤ کے خلاف مربوط عالمی ردعمل کی پوری تائید و حمایت کی جائے گی۔,اقتصادی حوالے سے دنیا کے 20 بڑے ملکوں پر مشتمل جی ٹوئنٹی کہلانے والے گروپ کی دو روزہ سالانہ سربراہی کانفرنس آج آسٹریلیا کے شہر برسبین میں ختم ہو گئی۔ ان ملکوں کا عالمی معیشت میں حصہ 85 فیصد بنتا ہے۔
آل انڈیا انسٹیٹیوٹ آف میڈیکل ریسرچ یعنی ایمز نے سُشانت سنگھ راجپوت کی موت کی میڈیکل رپورٹ سی بی آئی کو سونپ دی ہے جس کے مطابق اداکار کی موت موت قتل کا معاملہ نہیں ہے۔  ایمز کے فارینزک بورڈ کے سربراہ ڈاکٹر سُدھیر گپتا نے بی بی سی کے نامہ نگار سلمان راوی کو بتایا کہ 'ہم نے اپنی رپورٹ کے نتائج تفتیش کرنے والے اہلکاروں کو سونپ دیے ہیں۔ یہ پھندے سے لٹک کر خود کشی کرنے کا معاملہ ہے۔ پھندے سے لٹکنے کے علاوہ جسم پر کسی قسم کے زخم موجود نہیں تھے۔ جسم یا کپڑوں پر کسی قسم کی زبردستی یا تشدد کے نشانات نہیں تھے۔' ایمز کے اس فورینزک میڈیکل بورڈ کو سُشانت سنگھ کی موت کے معاملے کی تفتیش کے لیے تشکیل دیا گیا تھا اور اس میں سات ڈاکٹر شامل تھے۔  بورڈ نے سی بی آئی کو اپنی رپورٹ کے بارے میں تفصیلی طور پر مطلع کر دیا ہے۔ سُشانت سنگھ راجپوت کی موت کے معاملے کی تفتیش انڈیا کے وفاقی تفتیشی ادارہ سینٹرل بیورو آف انویسٹیگیشن یعنی سی بی آئی کر رہی ہے۔ اداکار سُشانت سنگھ راجپوت کی موت کی تفتیش کے بارے میں پیر کو سی بی آئی نے ایک بیان میں کہا تھا کہ معاملے کی پیشہ ورانہ طریقے سے تفتیش جاری ہے اور اس میں کسی بھی اہم پہلو کو نظر انداز نہیں کیا گیا ہے۔ اس بیان سے چند روز قبل اداکار کے خاندان کے وکیل وکاس سنگھ نے دعویٰ کیا تھا کہ ’اداکار کا گلا دبا کر قتل کیا گیا تھا‘ اور الزام عائد کیا تھا کہ سی بی آئی تحقیقات میں نرمی سے کام لے رہی ہے۔ وکاس سنگھ نے 25 ستمبر کو ایک ٹویٹ میں کہا تھا کہ 'سی بی آئی سشانت سنگھ راجپوت کی مبینہ خودکشی کی تفتیش میں انہیں خود کشی کے لیے ورغلانے کے معاملے کو قتل کے معاملے میں تبدیل کرنے میں وقت لگا رہی ہے، میں اس سے مایوس ہوں۔ ایمس ہسپتال کی میڈیکل ٹیم کے ایک ڈاکٹر نے مجھے بتایا تھا کہ میں نے انھیں جو تصویر بھیجی تھی وہ 200 فیصد اس جانب اشارہ کرتی ہے کہ یہ موت گلا دبانے سے ہوئی تھی، خودکشی نہیں تھی۔'  حالانکہ مقامی میڈیا کے مطابق ایمس کی فورینزک ٹیم کے سربراہ سدھیر گپتا نے ان دعووں کو مسترد کیا تھا اور کہا تھا کہ 'سی بی آئی کو ابھی تک کوئی نتائج نہیں سونپے گئے ہیں۔ حتمی میٹنگ ابھی ہونی ہے۔ صرف تصویر دیکھ کر کوئی رائے قائم نہیں کی جا سکتی ہے۔ ہمارا مشورہ واضح ہوگا اور مکمل طور پر شواہد پر مبنی ہوگا۔' اس دوران سُشانت کی سابقہ گرل فرینڈ اور اداکارہ ریا چکرورتی این سی بی کی حراست میں ہیں۔ انھیں 9 ستمبر کو 34 سالہ سُشانت سنگھ کے لیے منشیات کا انتظام کرنے کے الزام میں گرفتار کیا گیا تھا۔ ,آل انڈیا انسٹیٹیوٹ آف میڈیکل ریسرچ یعنی ایمز نے سُشانت سنگھ راجپوت کی موت کی میڈیکل رپورٹ سی بی آئی کو سونپ دی ہے جس کے مطابق اداکار کی موت موت قتل کا معاملہ نہیں ہے۔
 ماتیو رینزی کا تعلق بھی اسی ڈیموکریٹک پارٹی سے ہے جس سے مستعفی ہو جانے والے وزیر اعظم اینریکو لیٹا تعلق رکھتے ہیں۔ لیکن لیٹا کے برعکس رینزی اس پارٹی کے سربراہ ہیں۔ انہوں نے پارٹی فیصلے کے بعد بڑی عقلمندی سے لیٹا کو استعفے کے ذریعے اقتدار سے علیحدہ کرنے کے نتیجے میں اپنے لیے راہ ہموار کی۔  رینزی اطالوی شہر فلورنس کے میئر ہیں اور ان کی وزارت عظمیٰ کے عہدے پر نامزدگی ملکی صدر جورجیو ناپولیتانو کے ساتھ آج روم میں ہونے والی اس ملاقات میں عمل میں آئی، جو ایک گھنٹے سے بھی زیادہ دیر تک جاری رہی۔  حکومت سازی کی دعوت کے بعد رینزی نے اس ملاقات کے اختتام پر صحافیوں کو بتایا کہ وہ فوری طور پر نئی مخلوط حکومت کے قیام کے لیے سرگرم ہو جائیں گے۔ ماتیو رینزی نے کہا کہ اپنی سربراہی میں اٹلی کی آئندہ حکومت کے قیام سے متعلق اپنی جماعت کی ممکنہ اتحادی پارٹیوں کے رہنماؤں کے ساتھ ان کی بات چیت کل منگل سے شروع ہو جائے گی۔  نیوز ایجنسی ایسوسی ایٹڈ پریس نے روم سے اپنی رپورٹوں میں لکھا ہے کہ صدر ناپولیتانو سے ملاقات کے بعد صحافیوں سے اپنی گفتگو میں ماتیو رینزی نے جن الفاظ کے ساتھ اپنی فوری سیاسی ترجیحات کا خلاصہ پیش کیا، وہ یہ تھے کہ وہ اپنی تمام تر توانائی، ہمت، جذبے اور مواقع کو استعمال میں لاتے ہوئے سب سے پہلے سب سے ضروری مسئلے پر توجہ دیں گے یعنی اٹلی میں روزگار کی منڈی پر۔,اطالوی صدر جورجیو ناپولیتانو نے آج پیر کو ماتیو رینزی کو نئی حکومت کے قیام کی باقاعدہ دعوت دے دی۔ 39 سالہ رینزی اٹلی میں سربراہ حکومت کے عہدے کے لیے نامزد کیے جانے والے آج تک کے سب سے کم عمر سیاستدان ہیں۔
