input,label
مجھے کوئی بتا سکتا ہے آخر کشمیری ماوں بہنوں کیا قصور ہے ان کو دن سے ان کو بھوکا پیاسا رکھا ہوا ہے  ,0
اپنی گشتی ماں سے پوچھ عاشق راجپوت کون ہے وہ بھی بتاے گی تھے پیدا کرنےیں حصہ بھی ہے۔,1
 تیری ماں کی چوت کنجری کا بچہ بہن چود سور کی اولاد بیغیرت دلال ۔۔۔۔۔لفافہ حرامی  ,1
یہ حرامی سارا ملک گروی رکھ کر لوٹ کھسوٹ کرکے اجڑا ہوا ملک خان کے حوالے کر گئے تھے تاکہ خان ناکام ہو جائے,1
دو ٹھگوں کی جوڑی ایک ہجڑہ ایک بھگوڑی ,1
سودا تو تم لوگ کرتے ہو بے غیرتوں کنجروں دَلیوں حرامیوں تمہاری شکل پر لعنت پڑی ہوئئبے,1
ڈبہ پیر نے پوری پاکستانی قوم کو اپنے زندہ درگور مزارعین سمجھا ہوا ہے,0
میں ہمیشہ ایسی ویڈیو کا انتظار کرتا ہوں جو اس نسلی چوتیا سالے پر بنائی گئی ہو,1
بھائی میں بھی سال کا ہوں لیکن بات یہ ہے کہ آپ اور آپ کی ویڈیوز بہت اچھے ہیں,0
بھائی صاحب سب سے بڑھیا ویڈیو ہے ابھی تک کی,0
بھائی کچھ مزاحیہ نہیں ہے یار کیا بنا,0
چوتییز جیسا ہے ویڈسچ میں نہیں مزہ آیا,1
 کیوں اپوزیشن نے تیری شلوار اتار کر گانڈ ماری ہے ؟  ,1
ہا ہا ہا  کم دھوئیں والی بیڑی ہے کیا بہت اعلی بھائی,0
 آپ اچھا جواب دیتی ہیں بولتی بند کر دیتی ہیں  ,0
بابا جی فرماتے ہیں میں کچھ نہیں فرماتا۔ ,0
گھر پر تمہارا عاشق کھڑا ہے,0
تیری گانڈ کیوں جلتی ہے ہمیشہ ہر چیز سے گانڈو,1
لیکن اس کا اصل نام فراڈی ہے,0
ہا ہا کیری کی اصلیت,0
کسی گشتی کے بچے حرام زادے باپ کی اولاد حرامی اولاد جب تم لوگ اپنے باپ کت نہیں تو مادر چود بھڑوے حرامی پاکستان کے,1
 اوئے کھسرے آنا واپس پاکستان بے غیرت تو مرد نئ کھسرا ھے سالے ہجڑے ,1
سنی تحریک کے مولویو داڑھی سنت کےمطابق رکھی ہے تواپنے اعمال و افعال کو بھی سنت کےمطابق ڈھالو۔  ,0
درفٹے منہ ,0
 یہ حاجی نہیں ہے اور نہ یہ حج کرنے گیا ہے یہ حرامی ہے جو کسی کے ہاتھ بک گیا ویڈیو بنانے کے لیے ,0
 تیرے جیسے کنجروں کا خاتمہ ہونے والا ہے پاکستان سے انشاءلله ,0
لعنت ہے تم لوگوں کی خاموش بندوقوں اور توپوں پر۔  ,1
یہ لڑکا اس حالت میں ہمارے معاشرے کا عکس ہے۔ ہمارے معاشرے کی کمر پر بھی پینٹ نہیں ہے,0
بھارتیوں کا پروپیگنڈہ ہے کہ پاکستانیوں کے ہر اکاؤنٹ کےپیچھےآئی ایس پی آر کا ہاتھ ہے ,0
بے شرم مغرور گھٹیا عورت  ,1
 حرام زادوں اگر نواز کی دور اندیشی کو سمجھ جاتے تو اج اتنا زلیل نا ھوتے تمھاری دنیا میں بھی عزت ھوتی ,1
بھائی یہ آج تک بنایا ہوا کا سب سے اچھا ویڈیو ہے,0
بدقسمتی یہ ہے کہ وہ حرام خور اور نمک حرام اس شہر کراچی کا احسان بھی نہی مانتے۔,1
سیٹھی تو اپنا پتہ کروا تیری گانڈ میں کیڑا ہے,1
کیا کبھی تم نے ہاتھ سے کام کرنے کی کوشش کی ہے,0
کیا یار شام ادریس کی گانڈ کے پیچھے لگے ہو آپ تخلیقی بنو اور نئی ویڈیوز لے کر آؤ,1
لیکن دکان والے نے کہا کہ سالے منہ مع لوڑا پھینک کر ماروں گا نکل میری دکان سے,0
 بہت برا کیا آپ لوگوں کہ رات بجے لے کر گئے ۔۔ سالی کتی کو ننگا کر کے گھسیٹ کر مار مار کر جیل لے کر جاؤ ,1
صیح گانڈ پھاڑی آپ نے اس کی,1
مادر چود تواپنی ماں کو چودنے والا یوتھیا ہے کسی خنزیر کی اولاد,1
چس بن ہے چوتیا تو بنا نہیں ہے,1
 میڈم ریپ زدہ لاشیں ن لیگ کی دفتر سے نکلتے ہے اور زنا کار پی ٹی آئی والوں کو کیو ؟ مادرچود  ,1
اس کہ نہ ماں ہے نہ ابو یہ تو کھسرا ہے بہن چود,1
 ریاستی اداروں، ملک وطن کے خلاف جو بکواس کرے ادارے اسے گرفتار کریں ,0
 جب پورا سال کام نہ کرو اور زلیل ھوتے رہو تو عید کے دن ایسا کرنا پرتا ھے جناب نمبر بنانے کے لئے ,0
دیپک مہتا میرا خیال ہے کہ کیری کی گانڈ کو روسٹ کرنا چاہیے,1
يا اللہ جو بھی حکمران رہے، ان معصوم بچوں کا حساب ان سے ليں، چاھے وہ وزير اعظم تھا يا کونسلر ان سبکو اسی جہان ميں ع… ,0
ڈاکٹر فوزیہ نےاللہﷻ کا کتاب جلایا اللہﷻ انکو دنیا میں سب لوگوں کے سامنے نشان عبرت بنائیں فوزیہ تم انسان نہیں درندے… ,0
 واہ ایک عورت لوگوں کو دھمکا سکتی ہے سرے عام فوج کو گالیاں دے سکتی ہے ,0
 بہن چود سب کا ذائقہ چیک کررہا ہے  ,1
کراچی میں دن دھاڑے بیوروچیف ٹرائبل ٹائمز خلیل الرحمن محسود کو بے دردی سے شہید کردیا گیا ۔ ,0
گاوں باجا محلہ حاجی خیل سے افسوسناک خبر ۔۔۔۔۔۔۔۔۔ دو فریقین کے مابین فائرنگ کا تبادلہ ہوا ۔۔۔۔ نصیر خان جاں بحق ,0
آپ کی ٹھگ زندگی کا بیک گراؤنڈ آتا جاتا ہے,0
 اور تیری ماں کی کروں جو چوک میں چُودواتی ہے؟ بہن چُود انسان تیرے میں حوصلہ ہے اپنی ماں کو چودو,1
کیا وزیر تھوک خارجہ کا یہ بیان کشمیری شہداء کے لواحقین کے منہ پر طمانچہ نہیں ہے؟  ,0
بہن چود اگر تم پاکستانیوں کو چوتیا کہتے ہو اور پھیر اپنے آپ کو پاکستانی بھی کہتے ہو,1
کرنے دو جو بکواس کرتے ہیں ۔۔۔۔۔ ,0
 ہندووں کی راکھیل,1
پاک فوج کا ایل او سی پر بھارت کو کرارا جواب، افسر سمیت فوجی ہلاک ,0
چھترول جیالوں کی ھوتی ہے تکلیف پٹواریوں کو ھوتی ہے یہ کونسی ہیر رانجھا شروع کی اِن کنجروں نے,1
اودے شٹکر یہ کیسے متعلقہ ہے,0
بھائی کسی مشہور گانے پر ایک اچھی سی ویڈیو بناؤ,0
 تمارے جیسی اور اس کے جیسے کنجریاں ,1
لعنتی مردود مبشر ذیدی کا کام ہی اسلام اور اسلامی احکام شریعت پرتنقیدکرنا ہے ,1
گانڈو ہے شام ادریس,1
چھوڑ نا یار یہ کالی گانڈ والے انگریز کے لوڑے,1
سبزی منڈی مال روڈ شام ابلیس مادرچود,1
 قادیانی دنیا کا بدترين کافر ہے اور قادیانیوں کو کافر نہ ماننے والے بھی کافر ہے  ,0
 لنڈے کے ارسطو  ,1
 بکواس کرنے سے باز نہیں آنا۔ناسور  ,0
بہت گندی کر دی اس کی دکی بھائی لو یو مزہ آگیا,1
میرا کشمیر واپس کر حرامزادے ,0
اس لونڈیا کو شا م ادریس کا ٹٹہ بھی لائن مارے گا نا تو یہ اس کے ساتھ بھی ڈیٹ پر جائے گی چوتیا پاکستانی عوام,1
گاڈ آف وار تو کمپلیٹ کر بھائی,0
بہت ہی چبل انسان ہے یے سالا چوتیا ابلیس,1
جب تک یوٹیوب ہے تب تک یہ لوگوں کی چوت مارتے رہیں گے جھوٹے گانڈو,1
 چوتیے تو تم ہو کسی کنجر کی نسل ، مادرچود بیچا تو تمہارے چور گنجے نے کشمیر کو  ,1
کیری ایک چوتیا اور گانڈو انسان ہے کتے کی شکل والاشام چوتیا کی گانڈ اتنی مارو کہ اس کی گانڈ سےخون نکل جائے,1
 اس ظالم حکومت نے ملک کے ساتھ ظلم کیا ہے پلید کتی کو گولی مارنے کی بجا ئے جیل بھیج دیا ,0
 اس کو کون دفنائے گا اس کو ممی بنا کے چوک پر رکھا جائے گا عبرت کے نشان کے طور پر  ,0
دکی بھائی نے شام کی گندی والی لے لی یہ تو,1
 حرام خور کا پیٹ دیکھو ایک دفع شراب پی کے بھی پکڑا گیا تھا اس کو تو سرے عام کوڑے اس وقت تک…  ,1
اوئے گانڈو کے لوڑے,1
شاندار بھائی کچھ ایسے ہی جھٹکے کی امید تھی مست بھائی,0
ماں کی گانڈ لنگڑے کی,1
بھونک مادرچود بھونک,1
اوئے کمینے دکی سن زرا تو نے لکھا کہ چھوتے یوٹیوبر کی کوئی عزت نہیں کرتا لیکن گانڈ مروانے میں تو ان کی عزت کرتا ہے,1
یار یہ انڈین کیا چاہتے ہیں۔۔؟ اپنی کی بہن کو عزت سمجهتے هيں اور کشمیر میں دوسروں کی بہنوں کی عزت لوٹ رہے ہیں۔ ,0
بھائی پھاڑ دی آپ نے اور میں شام چوتیے سے زیادہ فراگی کی عزت کرتا ہوں,1
لگتا ہے یوتھیوں کو ٹویٹ سمجھ نہیں آئی دھڑا دھڑ ریٹویٹ کر رہے میری ٹویٹ کو۔ اردو ترجمہ پڑھ لو بچو کھوتی کے بچو,1
یہ ہے RSS کی وہ غلیظ ترین رنڈی عورت جس نے کہا ہے کہ ہندو لڑکے Groups بنا کر مسلمانوں کے گھروں پر حملہ کریں,1
بھارت سندھ طاس معاہدے کی خلاف ورزی کررہا ھے ۔ ,0
اوئے بھائی میں کب سے تلاش کر رہا ہوں میوزک صیح بج رہا ہے نا,0
پاک فوج اور عوام ہمیشہ ساتھ ساتھ ہیں اسی بات سے دشمن کی راتوں کی نیند حرام ہو چکی ہے۔ ,0
 ہیرا منڈی سے بھاگی ھوئی وزارت کے مزے لے رھی ھے اور کشمیر پر بکواس کررھی ھے ,1
تو کیوں ٹینشن لے رہا ہے چوتیا لوگ ہیں آپ مغز کیوں کھپا رہے ہو,1
سیلیکٹڈ اعظم کے کتو ماں کے انتقال پر ہی توبہ کر لیتے غداروں کنجروں کا ساتھ دینے سے,1
بیٹا بلاول گھٹیا ترین ہے باپ بھی تھا اس کا گھٹیا داد بھی تھا اس کا حرامی اور ماں تھی رنگ رَسیا گالیں دیتےہیں اب اُسکوجس نےڈبو دی انکی کَھٹیا ,0
 بےغیرت تو تم ہو اپنی بہن کو بازار میں لے آئیے اور کتوں کی طرح مردانگی دکھا رہے ہو لندن سے آگر   ,1
عامر لیاقت کا دبے الفاظ میں بلاول زرداری صاحبہ کو کرارا طمانچہ۔۔۔  ,0
 بھائی حرامی ہی بکواس کرتے ہیں پاک فوج کے خلاف حلالی نہیں ,1
برچودی خود گالی دے رہی ہے دوسروں کو بولتی ہے,1
افسوس ناک واخوشاب سرگودھا روڈ پر جھیل کے قریب دو موٹرسائیکل آپس میں ٹکرانے سے دو افراد جاں بحق،  ,0
 تم دونوں کی بکواس ہم روز سنتے ہیں ,0
 وہاں تیری ماں سیتا وائیٹ کو بھی چودتا رہا ہے بہن چُود انسان کُتی کے بچے شرم نہیں آتی ابھی بھی اپنی ماں,1
اور اس چوتیے بہن کے لوڑے کو اتنا روسٹ کر کہ اس کا چینل خود ہی بند ہو جائے,1
لاشوں پر سیاست لعنت تمہاری ایسی سیاست پر بیعرتوں ,1
بقول طارق جمیل صاحب پاکستانی عورتوں کے لیے رول ماڈل پنکی پیرنی کدھر گئی جس کو کتے کے آنسو دکھائی دیتے تھے  ,0
ابے بار کا لوڑا ہے تو تو نے بھی تو کوئی کام کی بات کی ہے تو بھی بار کا لوڑا ہے اور وہ بھی گانڈو ہے,1
یدی کے اپنی کالی بوتھی تو ڈی پی پے دکھا نہیں سکتا اور بھوکے پاکستانی ہیں مادرچود ہم کچھ نا کھا کے بھی تم سے ذیادہ…  ,1
ایک بڑا کنجر دوسرا چھوٹا کنجر دونوں سالے گٹر کی پیداوار ہیں جتنا نقصان ان حرامیوں سے پاکستان کو پہنچا ہے اتنا کسی,1
ابے چوتیےانہوں نے تیرا نام کہاں لیا ہے جو ہر بات اپنے اوپر فٹ کر رہا ہے,1
 اللہ   بھگوڑی مریم جو اج جیل میں ہے  ایسی چور، دھوکے باز، جعلساز، بھگوڑی، اور ماں کی بیماری پر سیاست کرنے والی بیٹی، بہن کسی کو نہ دے ,1
 میڈم بہت گھٹیا کردار ادا کر رہے ہیں اور تاریخ میں ان کا کردار دیکھ کر لوگ میر جعفر میر صادق بھول جائیں گے ,0
کیری بھائی لے لے تو اس گانڈو کی,1
 آپ جیسے حرامی انسان سے تو بہتر ہیں ویسے تعلق کیا ہے شاہ صاحب اور پاکستان سے خبیث انسان ,1
مجھے تم پر فخر ہے بھائی,0
بھائی تیرا کام منہ میں ڈالنا ہے اور گانڈ سے نکالنا ہے,1
لیکن بھائی یہ آخر میں کیا تھا اس کی تو شکل ہی چھڈو ہے سالے کی,1
جھیل نمکین نہیں تو نمک حرامی کا سوال ہی نہیں، ہاں پورا اندرونِ سندھ کراچی ضرور پال رہا ہے، تو نمک حرام تو تم ہوئے ,0
 یہ دیکھ رنڈی کی نسل ، یہ مادرچود غدار وطن ہے ,1
 گشتی ماں کے بچے، کسی سورنی کا کتا ہے تو مادرچود  ,1
ایک سال ہوگیا Pti کی حکومت کو ۔ ان سے کار کردگی کا پوچھو تو ان کا جواب بکواس کی صورت میں ہوتا ہے۔ اوریا مقبول ,0
 سوور کی بچی پین چود گشتی  ,1
چوتیا لفظ تو  منع نہں ہے ,1
اوئے دکی تو چوتیا تمیز کر وہ نہ بھی کرے تو تجھے کیا,1
 تیری گانڈ مارے بندہ اور رونے بھی نہ دے  ,0
یہ ہے ان بیغیرت لوگوں کا کنجر پنا نا یہ خود کام کرینگے نا ہی کسی کو کام کرنے دینگے,1
نیازی گھٹیا انسان کشمیر کا سودا کر کے منہ کالا کروا چکا ھے ,0
یار سنجیدگی سے کہ رہا ہوں کام کروا کروا کر بہن چود دی,1
بھائی اس بار زیادہ ویڈیوز ڈال اور مجھے اپنے کمپیوٹر کی تفصیل بتا اور اپنے عینک کا نمبر بھی بتا دے,0
وہ صرف کتے کے بچے تھے۔  ,1
 اے سب تیرے کتے دے بچے لوہار کا کام دلہ نے بہت راز بتایا بے غریت ,1
پنڈدادنخان سالہ معصوم بچی سے ریپ کا ملزم چند گھنٹوں میں گرفتار ,0
 بہت ہی بےغیرت انسان یو تم تمہارے ڈاکو نواز نیں پاکستان بیچ دیا اور تم چپ رہے یہ عمران ہے جو کشمیر… ,1
صحیح بات یہ وہی نمک حرام ہے جو کراچی کے حصہ کا پانی چوری کرتے ہے اور کراچی والوں کو ہی بیچ دیتے ہے۔  ,0
 بکواس بند کر خنزیرہ  ,0
دشمن کے دانت کھٹے کرنے سے لیکر اللّٰہ کی بے آواز لاٹھی تک کا سفر۔ ریاست پاکستان۔ ,0
مقبوضہ کشمیر میں ھونے والی مظالم اور انسانی حقوق کے خلاف ورزیاں نام نہاد عالمی امن کی تنظیموں کے منھ پر طمانچہ ھیں…  ,0
پہلوں کو ملا ہے جو اس بچے کو انصاف ملے گا ؟ نقیب اللہ، طاہر داوڑ کا خاندان، وہ ساہیوال والے تین بچے، اور نجانے کتن…  ,0
 بہن چودو کس نے بولا تھا ملک لوٹو اب دھاڑے مارو مادرچود دو  ,1
اس نے کیا تمہاری گانڈ ماری ہے اتنی غیرت دکھاؤ اور وہاں جا کر لڑو بےغیرت تیرے ناجائز باپ نے انڈیا کو کشمیر کی ساری,1
 گلگت ہیلی پیڈ ایف سی این اے میں جشن آزادی آزادی کی تقریب کے دوران دیوار گرنے سے افراد دب گیے  ,0
مست ویڈیو ہے بھائی پہلے ولا بغیر شکل کے بنایا اس بار,0
یہ کیا بکواس بکتے ہو ,0
یہ گانڈو خود کو سندھی بولتا ھے مگر فخر بلوچ ھونے پر کرتا ھے اور خود کا بلوچست,1
بھائی کمال کی ویڈیو تھی ان جیسے چوتیوں کےساتھ ایسا ہی ہونا چاہیے تھا مادر چود کے بچے نہ ہوں کہیں کے,1
شاباش بھائی صیح ثابت کیا ہے کہ یہ بہت بڑا دلا ہے,1
مادرچود، دلے کی بچی زنا کی پیداوار یہ دیکھ تیرے حرامی باپ نے کیسے پاکستان اور کشمیر سے غداری کی تھی۔ حرام کی اولاد ,1
انشاء اللہ کروائیں گے کشمیر آزاد,0
پاکستان فوج زندہ باد  ,0
کسی کا کوئی رجحان نہیں واہ,0
پتہ نہیں توازن کی کیفیت اتنی کمیاب کیوں ہے کہ افراد میں یا تو عقلی شکوک کے ڈھیر لگ جاتے ہیں اور یا ایمان کے   ,0
بھائی کیری نومان خان کے جواب پر ردعمل دو,0
 اس بی بی کو کشمیر بھیجنا چاہیے جہاں ہندوستانی فوج اسکی طبیعت صاف کرتے اور ناجانے کیا کچھ کرتے  ,0
مس وہ گیم پلے کی ویڈیو فیس کیم سے زیادہ پسند آیا,0
بھائی تم نے تو اسے میڈل دے دیا آنر کا یہی تو وہ چاھتا ھے کے کنجروں کی محفل میں کنجر ھی لگے ️,1
بولتی بند فیس بک کے زبان درازوں کی زبان سیاستدانوں کے سامنے ان کے دانتوں کے پیچھے کیوں چھپ جاتی ہے  ,0
 غلط بات شہباز شریف نے دورانیہ کا زکر نہیں کیا اور بغیرت کے بچو وہ سن سے پہلے کی بات کررہا تھا  ,0
دکی بھائی زندہ باد شام گانڈو مردہ باد,1
بھائی تم تھیک کہتے ہو یہ سالا ہے ہی بھوسڑی کا میں بولتا ہوں تیری بہن کتے کی بچی تیرا سارا خاندان مادرچود,1
 ہجڑے پہ لعنت ,1
ہا ہا ہا  بہت اچھا بھائی آخر کار تم نہ کر دیا ابلیس جھوٹے چینل والے بہن چود,1
شام چوتیا ہے اور تم اس کے لیے ایک کتیا ہو,1
بابا جی کہتے ہیں پتر آجکل کے دور میں وہی انسان ثابت قدم رہتا ہے جو ہر کسی کی بکواس کو دل پے نا لے کیونکہ آجکل ہر دو… ,0
چوتیے جیسی شکل بناتا ہے چوتیے,1
پینٹ پھٹی پڑی ہے,0
پوری دنیا گھما کر مزاحیہ ویڈیو اپ لوڈ کرتا ہوں کیا آپ میرے چینل کو پسند کریں گے,0
میں پہلے اس کی ویڈیوز دیکھتا تھا پر ایک تو اتنا چوتیاپا کرکے دوسرا اتنی ہٹ دھرمی یہ بہت بڑا کمینہ ہے,1
اگر کوئی اپنے انتقام کی آگ بجھا رہا ہے تو یقین جایئے اسکی رفتار مایوس کن ہے ایسوں کو تو جتنی جلدی ہوسکے عبرت کا نشان,0
گلشن بھیا کو بھی ویڈیو میں لے آیا کر,0
اس ملک میں معززین وہ ہے جو اس ملک کو دونوں ہاتھوں سے لوٹ رہےہیں,0
لگتا ہے تیرے کو برنال کی ضرورت ہے پہلے تیری گانڈ میں لنڈ گھوساؤں گا اور پھر برنال لگاؤں گا کتے کے بچے,1
 رنڈی کے بچے یہ تیرا اور تیرے لندن والوں کا کام ہے تیری گانڈ ماری ہے ,1
 بھوکا ننگا بھکاری زرداری ,1
جب کبھی میں آپ کی ویڈیوز دیکھتا ہوں تو میں اپنی ہنسی نہیں روک سکتا,0
 تیری گندی نالی کے اندر میں ڈانگ پھیر کر ڈکا کھولتا ہوں جراثیم والے گٹر کی پیداوار,1
ویسے شلوار قمیض میں تم بہت پیارے لگ رہے ہو,0
 سی ایم ھریانہ تیری بیوی اور بیٹیوں کو کشمیر کی پہاڑیوں میں لے جاکر ریپ کریں گے تیری ماں کی چوت حرامی مادرچود  ,1
غرور و تکبر ،غصے یا لالچ کے ہاتھوں مجبور ہو کر انسان نے اگر اپنی اوقات سے بڑھ کر کوئی غلط کام کر لیا ,0
بھائی آج کل اتنا گھناؤنا ویڈیو کیوں بناتے ہو,0
کراچی کی حالت دیکھ کر دل خون کے آنسو رو رہا ھے اللہ غارت کرے ان لوگوں کو جو میرے کراچی کو اس حالات میں لے آیا ھے ۔  ,0
 کوہی کتے کا بچہ ہی ہوگا مادرچود فنکشن ارینج کروانے والا گولی مر دینی چاہے بھارتی فنکار کو بھی ,1
دو ٹھگوں کی جوڑی اک ہیجڑا اک بھگوڑی ,1
معروف صحافی ملیحہ ہاشمی نے بھارتی ٹی وی پر بھارتی جرنیل کی بولتی بند کر دی  ,0
غدار انسان امریکہ رہ کر تجھے کیا لگتا ہے تو محفوظ ہے مردہ ضمیر انسان اللہنکی پکڑر سے تو کہی بھی نہیں نچ سکتا عبرت ک…  ,0
 یہ سارے مادرچود گرفتار ہونے کے بعد ہی بیمار کیوں ہوتے ہیں۔  ,1
چوتیاپا بند کرو,1
 غلیظ سوچ رکھنے سے بہتر ہے یہ حجاب اتار دو۔ پردے کے پیچھے چھپا غلاظت کا ڈھیر ہو تم۔ گندی سوچ کا پلندہ۔ گھٹیا لوگ ,0
بھائی ہمیں کچھ نہیں ہوا تو ہٹا بس اور سن جائے مٹا دی,0
 جس بندے کی گانڈ اُس کا اپنا ماموں مارے اس کی ذہنی حالت ایسی ہی ہو گی  ,1
 نکل لوڑے پھیلی فرصت میں نکل بھوسڑیکے مادرچود ,1
 ہہ ستی گشتی کا ماں کا بچہ ہے یہ ایک ماں سے ھوتا تو اسی کھبی بات نہیں کرتا۔  ,1
مریم کی عیاشی کا نمونہ جنید صفدر حرامی سات ارب کا,1
ھمارا پینک نمک کھا کر بھی یہ انڈیا والے بڑے نمک حرام ھیں انڈیا کو نمک دینا بند کیا جائے ,1
 بھڑوا ہے سالا چوتیا ،پاک فوج پہ بکواس کرتا… ,1
جھوٹا ابلیس بھوسڑی کا,1
کیا بکواس ھے۔۔۔۔۔۔ ,0
تمہاری موٹر سائیکل بہت شاندار ہے,0
وہ گانڈو بناتا ہے سب کو آپ نے تو اس کو کہ کر لے لی,1
 لعنت ہی کافی ہے تجھ پر تم کو وہ وقت بھول گیا جب تم آدھی ننگی ہو کر پوری دنیا میں ٹی وی پر نظر آتی تھی ,1
 وہ چاہتی کُتے تو بہت بھونکتا رہا اب بتا ہیجڑوں سے کیا پوچھنا ہے ریحام کتاب لکھ گئ ہے اس کو پڑھ,1
اتنا مزہ نہیں آیا,0
بھائی یہ بہت زیادہ ہوگیا,0
یہ بندہ شکل سے ہی بغیرت لگتا ہے تربیت کی کمی حرام کما رہا,1
 یہ لے اپنی امی جان کی کُس میں تن دے کسی گشتی کے بچے۔ مادرچود، حرام کے پلے,1
تیری موری میں ڈالوں,1
بہت اچھی ویڈیو ہے اور میں اس کو دیکھ رہا ہوں,0
کتنوں کے گندے خون کا نتیجہ ہے تو گشتی کتی حرامزادی لعنت تجھ پر,1
اس سے پہلے تیری ویڈٰیوز پر لائیک جاتے تے اب رپورٹس جائیں گیں,0
دنیا گول نہیں مادرچود ہے  ,1
 تیری گانڈ جس جس نے ماری ہے اس کو تمغا ملے گا شکل سے ہی گانڈو لگتا ہے بغیرت,1
بھائی بہت مشکل کام تھا لیکن بہت اچھا تھا,0
وہ گانا ہا ہا بہت اچھا گزارش ہے کہ اس طرح کے اور بھی گانے بنائیں,0
یہ بیک گراؤنڈ پر کون سا گیم چل رہا ہے,0
رج جن لوگوں کو کاٹ رہا تھا ان سب نے تبدیلی کو ووٹ دیا اور آج اپنے نقصان کا ملبہ غیر اہم چیزوں پر ڈالتے دکھائی دیتے ہیں ماننا نہیں بس  ,0
انڈیا کی کسی گشتی کے بچے۔ تمہاری اوقات اور حیثیت نہیں کے تم یہ بات کر سکو,1
ابے بہت اعلیٰ ویڈیو ہے ایسے ہی ویڈیو بناتے رہو,0
مشہور لوگوں کا ڈانس اور بیک گراؤنڈ میں میوزک,0
 ان دونوں رنڈیوں کو بیچ چوراھے میں ننگا کر کے گانڈ پر گولی مارنی چاھٸے تھی ,1
ان لوگوں کو پتہ بھی نہں کہ یہ روسٹ لفظ کا کیا مطلب ہوتا ہے ان کو صرف اس لفظ سے نفرت ہے,0
اور دہشتگرد بھی ہم… ,0
راولپنڈی لائن آف کنٹرول کے تتہ پانی سیکٹر پر بھارتی فوج کی فائرنگ سے سالہ بچے سمیت افراد شہید ,0
 تم سب لوڑے اس وقت جمہوریت کی گانڈ میں سوئے مرے تھے جب ماں ئولنا ڈیزل کشمیر کمیٹی کا چئیرمین تھا  ,1
 حرام خور کا پیٹ دیکھو ایک دفع شراب پی کے بھی پکڑا گیا تھا  ,1
 سال سے تم نہیں بھونکے اب اپنی سیاست چمکانے کے لیے حکومت پر حملے کر رہے ہو  کتے کے بھوکنے اور تمھارے بھوکنے میں کوئ فرق نہیں ,1
چي پشتون ژغورنې غورځنګ ته هر سوک تاوان رسوي الله دی هدایت ورته وکړی او که په هدایت نه سمېږي بيا يه تباه غواړو ,0
لعنت ایسے غداروں پر  ,1
اوے مودی تو نے جتنے بھی اکاؤنٹ سسپینڈ کروانے ہیں نہ کر والے ہم کشمیریوں کے ساتھ ہیں ہم مرتے دم تک کشمیریوں کے ساتھ ہیں ,0
شام ادریس کو بس سارے چوتیا دیکھتے ہیں,1
یہ ماں یہ بہن یہ بیٹی جس کے ساتھ درندگی کرکے پھانسی دی گئی کشمیر میں اور آجکل یہ کام عروج پر ہے کشمیر میں ,0
جب تم بہت جلدی میں ہوتے اور تم کو نہں پتہ ہوتا کہ کیا کرنا ہے,0
نہ کوئی چاقو نہ کوئی خنجر عمران نیازی کنجر یوتھیے کنجر,1
جنرل باجوہ صاحب کی extentension سے محب وطن خوش جبکہ مودی لیگ اور نونی لیگ بکواس کررہے ہے ,0
 کسے کتی دیا پترا تیری سزا یہی ہے تیری نسل تیرے ساتھ ہی ختم ہوجائے گی وہ دس دن سے کرفیو میں ہیں  اور تو جشن منا رہا ہے  ,1
میرا کشمیر واپس کر حرامزادے,1
خدا قسم حمزہ ایک اچھا اداکار ہے میں مزاق نہیں کر رہا,0
بھائی ویڈیو جلدی اپ لوڈ کیا کر ہمیں آپ کی ویڈیو کا ہی انتظار ہوتا ہے ویسے وہ گانڈو ہے ہی چوتیا,1
ہاہاہا اچھا کیا کیری بھائی تم نے وہ پیشہ ور لوگ ہیں انتہا ئی چوتیا قسم کے,1
اللّه کرے ان لوگوں کی اور صحافیوں کی جو بکاؤ مال ھیں مرنا شروع ھو جائیں وہ بھی درد ناک موت تا کہ دوسروں کو نصحیت ھو  ,0
 تم بھی صحافی بننے کا خواب دیکھتے دیکھتے حرامی بن گۓ ہو ,1
 تیری نانی اماں مریم صفدر المعروف بھگوڑی قطری راکھیل ,1
کرنٹ اکاؤنٹ خسارہ میں کمی بڑی کامیابی ہے، وزیراعظم  ,0
بس کر چوتیے بانسوں پہ پرچم چڑھاکر ملک کے نام روشن نہیں ہوتے,1
 فوج نے کونسا تیری گانڈ ماری ہے جو بھونکتا جا رہا ہے۔۔ نکل تیری زات کا بھیدا ماروں,1
 چھوڑ کر غلط کر رہے ہیں برگہ کشتہ روز ِاول پہلے ہی دن طبیعت صاف کر دینی چاہئیے  ,0
کیا اس نوجوان کا جرم اتنا بڑا تھا کہ اسے مار مار کر موت کے گھاٹ ہی اتار دیا جاتا؟ ,0
ابے بہن چود تو اس کے چینل کو بند کروانے کا کہ رہا ہے لعنت ہے تم پر,1
بہت ہی اعلی یار کینڈین چوتیے کی پیروی کنا بند کریں,1
سور کا بچہ  ,1
سالا بہت گندہ آدمی ہےیہ شام,1
بھارت نے سالوں میں اتنی ہمت نہیں کی کہ کشمیر پر قابض ہو جاۓ اور پاکستان کو آنکھیں دکھاۓ اور اس طرح کی باتیں کرے… ,0
وزیراعظم جناب عمران خان صاحب نے ہندوستان اور پٹواریوں کو ایک بار پھر بڑا سرپرائز دے دیا ایک بار پھر باجوہ ڈاکٹرائن… ,0
