input,label
"چین کے صدر شی جن پنگ نے منگل کے روز چین کی منڈی کو آزاد بنانے کے عمل کے چالیس سال مکمل ہونے کے موقعے پر خطاب کرتے ہوئے اصلاحات پر عمل درآمد کے عزم کا اظہار کیا ۔تاہم انہوں نے ان خصوصی اقدامات کا ذکر نہیں کیا جن کا شدت سے انتظار کیا جا رہا تھا۔

صدر شی نے اپنی طویل تقریر میں سرکاری معیشت کی حمایت کے ساتھ ساتھ نجی شعبےکی نمو پر بھی بات کی۔ انہوں نے کہا کہ چین اپنی منڈیوں کو مزید آزاد کرنے کی کوششوں کو وسعت دینے کا عمل جاری رکھے گا، اور بنیادی اصلاحات کے نفاذ کو یقینی بنائے گا۔

بیجنگ میں قائم گریٹ ہال آف دی پیپل میں خطاب کرتے ہوئے انہوں نے کہا کہ ہم ثابت قدمی کے ساتھ سرکاری معیشت کی ترقی کو مستحکم رکھیں گے اور اس کے ساتھ پوری توانائی سے نجی شعبے کی معیشت کو بھی تقویت دیں گے۔

چالیس سال قبل چین کے لیڈر آنجہانی ڈینگ ژاؤ پنگ نے اصلاحات اور آزاد منڈی کی مہم چلائی تھی۔ اور اسی کی وجہ سے چین نے شاندار صنعتی ترقی کی اور اب یہ دنیا کی دوسری بڑی معیشت بن چکا ہے۔ اس موقعے پر خطاب کرتے ہوئے صدر شی نے کہا کہ نئے امکانات کے کھلنے سے ترقی ہوتی ہے جبکہ خود کو مقید رکھنے سے پسماندگی پیدا ہوتی ہے۔

صدر شی نے کمیونسٹ پارٹی کے کردار پر بات کرتے ہوئے کہا کہ اصلاحات اور کھلے پن کا ہر اقدام آسان نہیں ہے۔ مستقبل میں ہمیں ہر قسم کے خطرات اور چیلنجوں کا سامنا ہو گا،یہاں تک کہ ہمیں ناقابلِ تصور اور ہنگامہ خیزطوفانوں کا سامنا بھی ہو سکتا ہے۔

صدر شی کا خطاب ایک ایسے وقت میں سامنے آیا ہے، جب اصلاحات اور غیر ملکی کمپنیوں کو منڈی تک رسائی دینے کیلئے دباؤ بڑھتا جا رہا ہے، دوسری طرف چین اور امریکہ کے درمیان تلخ تجارتی جنگ سے چین کی معیشت پر منفی اثرات مرتب ہو رہے ہیں۔

امریکہ کے ساتھ اس کے تنازعہ کا ایک سبب یہ ہے کہ چین اپنے سرکاری شعبے کے تحت قائم تیزی سے بڑھتی ہوئی صنعتی سرگرمیوں کی حمایت کرتا ہے۔

تجارتی جنگ نے چین کی چند کاروباری شخصیات، سرکاری مشیروں اور تھنک ٹینکوں کی جانب سے معاشی اصلاحات میں تیزی لانے اور نجی شعبے کو مزید آزاد کرنے کے مطالبے میں اضافہ کیا گیا ہے۔

صدر شی اور صدر ڈونلڈ ٹرمپ نے اس ماہ نوے دن تک تجارتی جنگ بندی پر اتفاق کیا ہے، جس سے دونوں جانب سے ایک دوسرے کی مصنوعات پر مزید ٹیکس لگانے کا عمل رک گیا ہے، اس دوران فریقین کے درمیان مذاکرات جاری رہیں گے۔",0
"جیمز رابرٹ سے ملو، جج جنہوں نے ٹراپ کی امیگریشن پابندی کو روک دیا


وفاقی جج جس نے صدر ٹرمپ کی امیگریشن پابندی کو روک دیا اس سے قبل بنچ کو لینے سے قبل 30 سال سے زائد عرصے تک ذاتی نگہداشت میں خرچ کیا، ایک منافع بخش کیریئر کو دیکھا جس نے انہیں بریوریز، انرجی کمپنیوں اور جنوب مشرقی ایشیائی تارکین وطنوں کی نمائندگی کی.

ٹرمپ نے ہفتے کے روز ٹویٹ کو ٹویٹ کیا کہ انہوں نے سوچا کہ امریکی ڈسٹرکٹ سینٹر جج جیمز روبارت نے عارضی طور پر روک تھام کے حکم کو ""مضحکہ خیز"" قرار دیا اور اعلان کیا کہ اسے ختم کردیا جائے گا.

رابرٹ، جو ٹومپ نے ""نام نہاد جج"" کے طور پر منعقد کیا تھا، وہ 2004 ء میں صدر جارج ڈبلیو بش نے امریکی سینیٹ سے متفق حمایت حاصل کرنے کے بعد مقرر کیا تھا.",0
"سیلیبرٹیز آؤٹفٹ اسٹائل منظر عام آتے ہی فیشن ٹرینڈ کا حصہ بن جاتے ہیں، جنہیں فالو کرنے کے لیےمداحوں کی بڑی تعداد ان کے پیچھے چل پڑتی ہے۔اور جب بات ہو خواتین اداکاراؤں کی تو ان سے متعلق یہ بات عام ہے کہ ان کا فیشن جھمکوں اور بالیوں کے بغیر نامکمل سالگتا ہے۔ لیکن ان ایئر رنگز میں ہوپ ایئررنگز ایک ایسا ٹرینڈ ہے، جن سے متعلق کسی بھی موسم میں خواتین کی رائے لی جائے تو ایک ہی جواب ملتا ہے ’’ہوپ ایئر رنگ کافی ان ہیں‘‘۔ ہالی ووڈ ہو یا بالی ووڈ سیلیبرٹیز کی بڑی تعداد خاص تقریبات کے علاوہ اسٹریٹ اسٹائل کے طور پربھی ہوپ ایئر رنگ کا ہی انتخاب کرتی نظر آتی ہے۔

60 برس کی میڈونا سے لے کر 26برس کی سلینا گومز تک، ہر ایک کی پسندہوپ ایئر رنگ ہی بنتے ہیں۔ یہ حقیقت ہے کہ فیشن انڈسٹری سے نئے رجحانات جنم لیتے ہیں اور سیلیبرٹیزاسٹائل ہی تقلید کا باعث بنتے ہیں۔یہاں ذکر کرتے ہیں ان سیلیبرٹیز کا، جنہوں نے اہم تقریبات کے لیے ہوپ ایئر رنگ کا انتخاب کیا۔



میڈونا

موسیقی کے رنگا رنگ میلوں کی شہرہ آفاق پاپ سنگر میڈونا نے 1985ء میں پنسلوانیا کے شہر فلاڈیلفیا میں لائیو کنسرٹ کے لیے جس جیولری کا انتخاب کیا، وہ گولڈ کے ہوپ ایئر رنگ ہی تھے ۔

سارہ جیسکا پارکر

سارہ جیسیکا کا شمار ہالی ووڈ کی معروف اداکاراؤں میں ہی نہیں بلکہ بزنس ویمن میں بھی ہوتا ہے۔ سارہ دوران شوٹنگ ہی نہیں، کیمرے کے پیچھے بھی اکثر وبیشتر ہوپ ایئر رنگ کا ہی انتخاب کرتی ہیں ۔بلیک اسپورٹ ڈریس کے ساتھ سلور ہوپ ایئر رنگ پہننا سارہ جیسیکا پارکر کو بے حد پسند ہیں۔

ٹیلر سوئفٹ

معروف امریکی گلوکارہ ٹیلر سوئفٹ کی وجہ شہرت جہاں ایک طرف تو ان کے سپر ہٹ گانے ہیں، وہیں ان کے انو کھے اسٹائل بھی مداحوں کی توجہ کا مرکز بنے رہتے ہیں۔2009ء میں لندن میں منعقد ہونے والے برٹ ایوارڈ میں ٹیلر سوئفٹ نے سلور ڈریس کے ہم رنگ ہوپ ایئر رنگ کا انتخاب کیا تھا۔

وکٹوریہ بیکھم

برطانیہ کی سابق اسپائس گرل وکٹوریہ بیکھم موسیقی کے بعد فیشن ڈیزائننگ میں بھی اپنے کمالات سے مداحوں کی تمام تر توجہ سمیٹ چکی ہیں۔ پھریہ کیسے ممکن ہے کہ کوئی نامور ٹرینڈ ہو اور وکٹوریہ بیکھم اسے نہ اپنائیں؟ وکٹوریہ عام تقریبات کے لیے جینز اور شارٹ ٹاپ کے ساتھ ہوپ ایئررنگ ہی پہننا پسند کرتی ہیں ۔

کرسٹینا ایگولیرا

امریکی پاپ سنگر کرسٹینا ایگولیرا بھی ہالی ووڈ کی فیشن بیوٹیز کے ساتھ پیش پیش ہیں۔ کرسٹینا ایگولیرا بھی میڈونا کی طرح اپنے کنسرٹ آؤٹ فٹ کے لیے ہائی پونی ٹیل کے ہمراہ بڑے سائز کے ہوپ ایئر رنگ کا انتخاب کرتی دکھائی دیتی ہیں ۔

کینڈل جینر

امریکی ماڈل کینڈل جینر کو دنیا بھر میں سب سے مہنگی اور سب سے زیادہ کمانے والی فیشن ماڈل کے طور پر جانا جاتا ہے۔کینڈل جینرنے 2017ء میں ہوپ ایئر رنگ کو جیولری ٹرینڈ کا حصہ بنایا، ان کا کہنا تھا کہ گزشتہ برس ہوپ ایئر رنگ میری سب سے فیورٹ جیولری میں سے ایک رہے۔

انجلینا جولی

انجلینا جولی کو ہالی ووڈ اسٹائل اسٹار کے طور پر جانا جاتا ہے۔ انجلینا ویسے توہوپ ایئر رنگ کا انتخاب دیگر ہالی ووڈ کی سیلیبرٹیز کی طرح ایک نہیں کئی بار کرچکی ہیں لیکن انجلینا نے 2008ء میںسیگ ایوارڈ کی تقریب میں شرکت کے لیے براؤن رنگ کی میکسی کے ہمراہ گولڈ کے خوبصورت ہوپ ایئر رنگ کا انتخاب کیا تھا، جوان کا سب سے زیادہ پسند کیا جانے والا اسٹائل ثابت ہوا۔

سلینا گومز

2016ء میں سلینا گومز نے گریمی ایوارڈمیں شرکت کے لیے معروف انٹرنیشنل برانڈ کا خوبصورت جگمگاتا نیوی بلو کلر کا گاؤن منتخب کیا، وہیں اس گاؤن کے لیے سلور رنگ کے جگمگاتے ہوپ ایئر رنگ سلینا گومز کی دلکشی کو مزید بڑھانے کا سبب بنے۔

2018ء کا مقبول جیولری ٹرینڈ

ہوپ ایئررنگ 2018ء کا مقبول جیولری ٹرینڈ بھی ثابت ہورہا ہے۔ سیلیبرٹی جیولری ٹرینڈ کی تقلید کرتے ہوئے دیگر خواتین بھی ہوپ ایئررنگ کا ہی انتخاب کرتی نظر آتی ہیں۔ اس برس خواتین میں Asymmetrical Hoops ایئررنگز کا فیشن زیادہ مقبول ہے۔ ایسمیٹریکل ہوپ اسٹائل ایئر رنگز مشرقی یا مغربی دونوں قسم کے لباس کے ساتھ پہنے جارہے ہیں، تاہم میٹل کی ایسمیٹریکل ہوپ اسٹائل ایئر رنگ اس برس زیادہ مقبول ہورہی ہیں ۔دوسری جانب بڑی یا گول بالیوں میں اون ،موتی یا دھاگوں سے بنی چھوٹی بالز کو بالی میں ڈال کر ہوپ ایئر رنگ پہننے کا فیشن خواتین میں بے حد مقبول ہے۔",0
"تصویر کے کاپی رائٹ Getty Images Image caption یاد رہے کہ 60 ارب ڈالر کی مذکورہ سرمایہ کاری چین کی جانب سے 2015 میں افریقہ میں سرمایہ کاری کرنے کے منصوبوں سے علیحدہ ہے اور یہ آئندہ تین سال میں کی جائے گی۔

چینی صدر شی جن پنگ نے پیر کے روز چند افریقی رہنماؤں سے بات کرتے ہوئے کہا ہے کہ چین کی ان کے برِاعظم میں سرمایہ کاری کی کوئی سیاسی شرائط نہیں ہیں۔

اس موقعے پر صدر شی جن پنگ نے چین کی جانب سے افریقہ میں 60 ارب ڈالر کی ترقیاتی منصوبوں میں مزید سرمایہ کاری کا اعلان بھی کیا۔

واضح رہے کہ چین پر غیر ملکی سطح پر بہت زیادہ قرضوں سے لدی سرمایہ کاری کرنے کے حوالے سے تنقید کی جا چکی ہے۔

صدر شی نے یہ اعلان دو روزہ چین۔افریقہ سربراہی اجلاس کے آغاز پر کیا جس میں توجہ کا مرکز ان کا ون بیلٹ ون روڈ منصوبہ ہے۔

یاد رہے کہ 60 ارب ڈالر کی مذکورہ سرمایہ کاری چین کی جانب سے 2015 میں افریقہ میں سرمایہ کاری کرنے کے منصوبوں سے علیحدہ ہے اور یہ آئندہ تین سال میں کی جائے گی۔

ون بیلٹ ون روڈ منصوبے کا مقصد چین کی غیر ملکی مارکیٹوں تک رسائی کو بہتر کرنے کے ساتھ ساتھ عالمی سطح پر چینی اثر و رسوخ بڑھانا ہے۔ چین نے ایشیا اور افریقہ میں سڑکوں، ریلوے کی پٹریوں اور بندر گاہوں پر اربوں ڈالر لگا دیے ہیں۔

تاہم ناقدین کا کہنا ہے کہ چینی سرمایہ کاری کچھ ممالک کو قرضوں تلے دباتی چلے جا رہی ہے۔

چینی صدر کا کہنا تھا کہ ’چین کے افریقہ کے ساتھ تعاون کا واضح ہدف ترقیاتی کاموں میں حائل مسائل کو ختم کرنا ہے۔ ہمارے تعاون کے وسائل کو کسی شاہانہ منصوبوں میں نہیں لگایا جانا بلکہ انھیں وہاں لگانا ہے جہاں ان کا سب سے زیادہ قائدہ ہوا۔‘

تاہم صدر شی نے اعتراف کیا کہ کچھ منصوبوں کی تجارتی افادیت پر نظرِ ثانی کی ضرورت ہے، تاہم یہ تعاون دیر پا رہ سکے۔

ان کا کہنا تھا کہ ون بیلٹ ون روڈ کوئی بلاک یا مخصوص کلب بنانے کی کوشش نہیں ہے۔ بعد میں انھوں نے فورم آن چائنا افریقہ کو پوریشن کی ایک تقریب میں اعلان کیا کہ چین متعدد صنعتوں میں آئندہ تین سالوں میں 60 ارب ڈالر کی سرمایہ کاری کرے گا۔

انھوں نے غریب ترین افریقی ممالک کے لیے بغیر سود کے قرضوں کا اعلان بھی کیا۔",0
"نئی دہلی 1 جون (ایجنسی) گرمی ہو یا سردیاں پانی پینے کے فائدے کے بارے میں تو آپ نے خوب سنا ہگا گھر خاندان میں بڑوں سے آپ نے یہی سنا ہوگا کہ پانی زیادہ سے زیادہ استعمال جسم کو فائدہ دیتے ہیں اس لیے خوب پانی پیئں گرمیوں کے موسم میں پانی کی ضروررت بڑھ جاتی ہے لیکن آپ کو یہ بات پتہ ہونی چاہے کہ ضرورت سے زیادہ پانی سے بھی آپ کو پریشانی ہوسکتی ہے جی ہاں حال ہی میں ایک ریسرچ کے نتائج میں یہ بات سامنے آئی ہے تحقیق سے پتہ چلتا ہے کہ زیادہ پانی پینے سے آپ کے دماغ میں سوجن آسکتی ہے تحقیق سے واضح ہے کہ جسم میں پانی کی مقدار زیادہ ہونے پر سوڈیم کا لیول تیزی سے کم ہونے لگتا ہے اس سے دماغ میں سوجن آسکتی ہے سوجن بڑھنے سے ہایپوٹرمیا کا خطرہ بڑھ جاتا ہے یہ ایک خطرناک صورتحال ہے
صحت مند جسم میں متوازن مقدار میں پانی رہنا ضروری ہے ایک دن میں قریب 8 گلاس (4 سے 5 لیٹر) پانی پینا چاہئے
",0
"چیلسی ہتھیاروں کے ایلیکسس سنچز ان کے نمبر 1 موسم گرما کا منتقلی ہدف بناتے ہیں

چیلسی نے ہتھیاروں کے ایلیکسس سنچز کو ان کے موسم گرما کی منتقلی کی ہدف بنا دی ہے اور انتونیو کون نے چلی کو سٹیمفورڈ برج کو کلب کے تنظیمی ڈھانچے کے ساتھ لانے کے امکان پر تبادلہ خیال کیا ہے. اطالوی مینیجر نے نئے معاہدے پر چیلسی سے بات چیت کی ہے اور اس موسم گرما کی منتقلی کے بارے میں تبادلہ خیال کیا گیا ہے. کوٹ نے کلب کی بھرتی کی ٹیم کو مؤثر طور پر ڈائریکٹر مارینا گرانوفسکایا اور تکنیکی ڈائریکٹر مائیکل ایمنالو کی سربراہی میں پیش کی ہے جس میں وہ کھلاڑیوں کی ایک فہرست ہے جو وہ سنچن کے ساتھ دستخط کرنا چاہتے ہیں اور ترجیحات میں بائیں باز رائڈر کے ساتھ دستخط کرنا چاہتے ہیں.",0
"سی این این پر: سرحدی دیوار سے پوچھا: 62 میل کے لئے $ 1 ارب


واشنگٹن (سی این این) ٹرمپ انتظامیہ نے جنوبی سرحد کے ساتھ کچھ موجودہ باڑ کی جگہ لے لی جس میں 62 میلوں کا احاطہ کرنے والے 1 ارب ڈالر کی سرحد کی دیوار کی امداد کرنا چاہتا ہے.

دستاویزات اس بات کی وضاحت کرتی ہیں کہ انتظامیہ نے سرحد کی دیوار کی پہلی قسط ڈالنے کی امید کی ہے، کیونکہ اس نے اپنی معمولی 2017 کی مالی امداد سے پوچھا.

وائٹ ہاؤس نے اپنے بجٹ کے ضمیمے میں درخواست دی ہے کہ صرف دفاع اور سرحدی سلامتی کے اخراجات کے لئے صرف 48 میل کی نئی دیوار کا احاطہ کرے گا، سی این این کے ذریعہ ہوم لینڈ سیکورٹی کے محکمے کے دستاویزات کے مطابق.

دستاویزات اس بات کی وضاحت کرتی ہیں کہ انتظامیہ نے سرحد کی دیوار کی پہلی قسط ڈالنے کی امید کی ہے، کیونکہ اس نے اپنی معمولی 2017 کی مالی امداد سے پوچھا.",0
"کھیل کا ریاست: شوقیہ ڈوپنگ کے نتائج 'تشویش' کھیل وزیر

شوکیا کھیل میں ڈوپنگ کی حد - بی سی بی کے لئے ایک سروے کی طرف سے نازل کیا - ایک تشویش ہے ""کھیل کا کہنا ہے کہ کھیل وزیر ٹریسی کوکچ. ایک بی بی سی اسٹیٹ آف رائیو کی تحقیقات نے شوقیہ کھیلوں میں سے ایک تہائی (35 فیصد) سے زائد افراد کا کہنا ہے کہ وہ ذاتی طور پر کسی ایسے شخص کو جانتا ہے جو ڈوپ ہوگئے ہیں. نصف نے کہا کہ کارکردگی میں اضافہ مادہ کا استعمال مسابقتی کھیل کھیلنے والوں میں ""وسیع پیمانے پر"" ہے. Crouch نے کہا کہ ڈوپنگ ""بالکل کسی بھی قسم کے کھیل میں ناقابل قبول"" تھا. انہوں نے مزید کہا: ""مجھے لگتا ہے کہ اب بھی زیادہ یہ ہے کہ کھیلوں والی انتظامی اداروں نے صاف محاذ کو فروغ دینے میں مدد کے لئے برطانیہ کے انسداد ڈوپنگ کے ساتھ کام کرنے والے اس محاذ پر کر سکتے ہیں."" برطانیہ کے شوقیہ کھیلوں میں ڈوپنگ کی تحقیقات میں یہ بھی محسوس ہوتا ہے کہ 8 فیصد شوقیہ کھیلوں نے کہا کہ انہوں نے سٹیرائڈز لے لیئے ہیں جبکہ 49 فیصد سوچنے والی کارکردگی کو بڑھانے والی منشیات (پیڈیایس) لوگوں کو ""باقاعدگی سے دستیاب"" سمجھا جاتا تھا.",0
"﻿ٹی وی اداکار اور قلمدان عامر لیاقت حسین اور ان کی تيسری اہلیہ طوبیٰ عامر کی شادی کے چرچے تقریبا دو سال سے جاری ہیں۔

لیکن حال ہی میں قومی ٹی وی کی ایک پريس کانفرنس میں دیے ان کے ایک بیان پر اليکٹرونک میڈیا پر انھیں سراہا جا رہا ہے۔

اے آر واۓ ڈيجيٹل ٹی وی کے نائٹ شو میں میزبان ندا ياسر نے عامر لیاقت حسین اور ان کی تيسری اہلیہ طوبیٰ عامر کو بطور مہمان شريک کیا تھا۔ اس پروگرام کا ایک سيگمنٹ سوشل میڈیا پر مشہور ہوچکا ہے۔

اس سيگمنٹ میں ندا ياسر عامر لیاقت سے اعتراض کرتی ہیں کہ آپ ایک روحانی سکالر ہیں اور آپ کی دوسری اہلیہ بشریٰ بھی روحانی سکالر دکھائی دیتی ہیں، لیکن انھوں نے آپ کو تيسری شادی کی اجازت کیوں دی؟

اس کے جواب میں عامر لیاقت حسین نے کہا کہ 'تعلیم حاصل کرنے اور عمہ کے لیے روحانی علم پڑھنے میں گہرا تعلق ہوتا ہے'۔ عامر لیاقت حسین کا اپنی دوسری بیوی کے بارے میں کہنا تھا کہ 'وہ روحانی علم کے بارے میں نہیں جانتیں' اور محض اس کا پرچار کرتی ہیں۔

ندا ياسر نے عامر لیاقت حسین کی بہن کی ایک پوسٹ کا متن بتایا تو ان کا کہنا تھا کہ ’کوئی خود تو بلاوجہ پوسٹ پر نہیں کرتا' جس پر ندا ياسر کا خيال تھا 'آئی ڈونٹ اگری‘ (میں  متفق نہيں)۔

صحافی ثنا بچا نے انسٹاگرام پر اس پوسٹ کو اپ لوڈ کیا تو سوشل میڈیا پر مداحوں میں ایک نئی جنگ کا آغاز ہوگیا۔ زیادہ تر مداحوں نے عامر لیاقت حسین اور نداياسر کے خلاف شدید الفاظ کا استعمال کیا۔

Im so astonished in Nida Yasir for talking about Aamir Liaquat’s third wife..call him and his wife on the show..thats strange but she could’ve resist faming his second wife when she knows NOTHING about her in person..These night shows are hitting new records everyday 🤧 — Mahirah 🇵🇰 (@liveluvlaugh_96)    مئی11, 2018

بیشتر مداحوں کا کہنا تھا کہ کئی مرد اپنے ارادوں کی تکمیل کے لیے روحانی تعویلات کا سہارا لیتے ہیں جبکہ کچھ مداحوں کا کہنا تھا کہ کاروباری معاملات کو ٹی وی شوز میں آکر مزاق نہیں بنانا چاہیے۔

ایک صارف فاطمہ گجر کا کہنا تھا کہ ’۔۔۔ندا ياسر ان کی طرفداری کر رہی تھیں اور ان کے خاندان کے بارے میں بڑوں والی نصيحتيں دے رہی تھیں۔ عامر لیاقت ان کی بے وقعتی کر رہے تھے اور یہ انتہائی پريشان کن تھا۔ سوچ بھی نہیں سکتی کہ یہ ان کی بيوی کے لیے کتنا مشکل اور عجيب ہوگا۔‘

ماہرہ نے لکھا کہ ’یہ ندا ياسر کی جانب سے عامر لیاقت کی دوسری اہلیہ کے بارے میں الزام دينے پر انتہائی پريشان ہوں۔۔۔ انھیں اور ان کی اہلیہ کو پروگرام پر بلایا۔۔۔ یہ کيا ہے لیکن وہ ان کی دوسری بیوی کی دلبرداشتہ کرنے سے اجتناب کر سکتی تھیں۔‘

فریحہ کنول نے لکھا ’یہ ٹوئيٹ آپ کو وہ سب کچھ دکھاتی ہے کہ ہمارے معاشرے میں کیا قباحت ہے۔‘

@AamirLiaquat کی فيس بک پر ٹوئيٹ کا خاتمہ ہوااور معاشرے کی قبيح شکل بھی سامنے آئی۔
تيسری بیوی انسان نہیں ہوتی

اس کا کوئی ميکہ بھی نہیں ہوتا

وہ کسی کی بھابھی بھی نہیں ہوتی

وہ ہمیشہ ذمين و جائيداد کی خاطر شادی کرتی ہے

صرف پہلی بیوی عزت دار ہوتی ہے

باقی کوئی مجبوری نہیں ہوتی

مگر

میں پہلی بيوی کے ساتھ رہوں گا

اور آخری کے ساتھ بھی! — Aamir Liaquat Husain (@AamirLiaquat) جون 11, 2018

کچھ پرستاروں  کی جانب سے ايسے شوز کے عنوان اور مقصد پر بھی اعتراض اٹھائے گئے۔ ایک مداح جویریہ صدیق نے لکھا کہ 'پاکستانی نائٹ شوز معاشرتی قباحت کو چھو رہے ہیں غلیظ لہجے، ذومعنی مذاق ، بکواس کھیل، عرياں لباس، شرمناک ناچ، نقلی ہنسی نقلی چہرے صرف دھوکا اور کچھ نہیں ہم بچوں کی کیا تربیت کررہے ہیں ۔جن اداکاروں اور گلوکاروں کے اپنے گھر بس نہیں سکے وہ ہمیں ان شوز میں شادی کرنے کے فوائد بتا رہے ہوتے ہیں۔'

دوسری جانب عامر لیاقت حسین نے بھی اپنے خيال کا اظہار انسٹاگرام پر کیا ہے۔ ایک پوسٹ میں انھوں نے والہانہ انداز میں کچھ سطریں اپ لوڈ کیں جس کے آخری دو مصرے کچھ یوں ہیں:

’میں تيسری عورت کے ساتھ کھڑا ہوں

اور آخری کے ساتھ بھی!‘
",1
"ٹیکساس 15 جولائی (ایجنسی) ماہرین نے انکشاف کیا ہے کہ آم کو جسمانی موٹاپے میں کمی کرنے والا بہترین پھل قرار دیا گیا ہے ٹیکساس یونیورسٹی کے ماہرین نے اس تحقیق سے اخذ کیا گیا کہ آم سے وزن میں کمی واقع ہو سکتی ہے چونکہ آم میں کئی طرح کے وٹامن اینٹی آکسیڈنٹس پولی فینولز اور فائبر پائے جاتے ہیں اس سے نظامِ ہاضمہ بہتر ہونے کے ساتھ ساتھ  غذا کو فوری طور پر جزوِبدن ہو جاتی ہے جو کہ جسمانی موٹاپے میں کمی کا باعث بنتی ہیں ٹیکساس اے اینڈ ایم یونیورسٹی کے ماہرین نے اس کا عملی مظاہرہ کیا ہے انہوں نے 58 خواتین و حضرات کو 2 گروہوں میں تقسیم کیا ان میں سے 1 گروہ کو روزانہ 520 گرام آم کھلایا گیا اور دوسرے گروہ کو فائبر کا پاؤڈر دیا گیا جبکہ اس مطالعہ سے یہ نتیجہ اخذ کیا گیا کہ واقعی آم جسمانی موٹاپے میں کمی کرنے والا بہترین پھل ہے اس لیے جو صارفین جسمانی وزن میں کمی چاہتے ہیں ان کو چاہیے کہ وہ عام کا زیادہ سے زیادہ استعمال کریں

",1
"پھل کے سائز کا سینسر 'تازگی کو بہتر بنا سکتا ہے'

محققین کا کہنا ہے کہ نیا پھل کے سائز کا سینسر کارگو کمپنیوں کو ٹرانزٹ میں پھل سے بچنے کے لئے مدد کر سکتا ہے.
یہ آلہ جو حقیقی پھل کا سائز، شکل اور ساخت کی طرف اشارہ کرتا ہے - ٹرانزٹ میں پیداوار کے ساتھ پیک کیا جاتا ہے اور اس کے درجہ حرارت کو قریب سے دیکھتا ہے.
یہ سنتری، سیب، کیلے اور آم اقسام میں آتا ہے اور ان کی کولنگ کے عمل کے ساتھ مسائل کو حل کرنے میں مدد دیتا ہے اور انہیں کارروائی کرنے کی اجازت دیتا ہے.
محققین نے کہا کہ یہ صارفین کے لئے برے پھل کا پھل بن سکتا ہے.
منصوبے، جو ابھی بھی آزمائشی مرحلے میں ہے، مادی سائنس اور ٹیکنالوجی (ایم ایم اے) کے لئے سوئس وفاقی لیبارٹریوں کی طرف سے منعقد کیا جا رہا ہے.",0
"
بین الاقوامی مالیاتی فنڈ (آئی ایم ایف) نے پاکستان کی اقتصادی صورتحال پر اپنی رپورٹ جاری کر دی ہے جس کے مطابق پاکستان کے زرمبادلہ کے ذخائر کم ہو کر 12.8 ارب ڈالر رہ گئے ہیں آئی ایم ایف کے اندازوں کے مطابق ان زرمبادلہ کے ذخائر سے صرف تین ماہ سے بھی کم عرصے تک کے لیے درآمدات کی ادائیگی ممکن ہوگی دوسری جانب رپورٹ میں کہا گیا ہے کہ پاکستان کی مستقبل قریب میں اقتصادی صورت حال بہتر نظر آتی ہے اور سنہ 2017 اور 2018 میں معیشت کی شرح نمو 5.6 فیصد رہنے کی توقع ہے جس کی بڑی وجوہات بجلی کی فراہمی میں بہتری چین پاکستان اقتصادی راہداری کےمنصوبے کے تحت ہونے والی سرمایہ کاری ملک میں کھپت میں تیزی اور زرعی شعبے کی بحالی بتائی گئی ہیں عالمی مالیاتی ادارے آئی ایم ایف نے گزشتہ سال مالی پالیسی کی کمزوریوں کی وجہ سے مالی خسارہ کل قومی پیدوار کا 5.4 فیصد تک پہنچ جانے کا خدشہ ظاہر کیا ہے جس سے معیشت میں بہتری آنے کے تمام امکانات خطرے میں پڑ سکتے ہیں
رپورٹ میں مزید کہا گیا ہے کہ ملک کی بڑھتی ہوئی درآمدات کی وجہ سے جاریہ خسارے میں ہونے والے اضافے کے باعث ملک کے زر مبادلہ کے ذخائر کم ہو کر 12.8 ارب رہ گئے ہیں اس صورت حال کا تجزیہ کرتے ہوئے عالمی مالیاتی ادارے نے کہا ہے کہ جاریہ خسارہ کل قومی پیداوار کی 4.4 فیصد ہو جائے گا جس کی وجہ سے ملک کو اندرونی اور بیرونی قرضوں کی ادائیگیوں اور درآمدات کے لیے درکار زرمبادلہ کی دستیابی میں مشکلات کا سامنا کرنا پڑ سکتا ہے
برآمدات میں اضافے پر تجزیہ کرتے ہوئے رپورٹ میں کہا گیا ہے کہ گذشتہ تین سال میں مسلسل کمی دیکھنے کے بعد پہلی بار برآمدات کو سنبھالا ملا ہے اور اس کے ساتھ ساتھ بیرون ملک سے آنے والے زر مبادلہ میں بھی پچھلے سال کی کمی کے بعد ایک بار پھر بہتری دیکھنے میں آئی ہے رپورٹ میں اس خدشے کا اظہار کیا گیا ہے کہ اس سال ہونے والے الیکشن کی وجہ سے پاکستان کی آئی ایم ایف کو قرضے کی ادائیگی متاثر ہو سکتی ہے کیونکہ الیکشن سے قبل خرچوں میں اضافہ دیکھنے میں آتا ہے اس کے علاوہ عالمی منڈی میں تیل کی بڑھتی ہوئی قیمتوں اور برآمدات کی بحالی نہ ہونا بھی قرضوں کی ادائیگی میں دشواری پیدا ہو سکتی ہے دوسری جانب پاکستانی حکام نے اس امید کا اظہار کیا ہے کہ وہ روپے کی قدر میں کمی آنے کے بعد غیر ملکی زر مبادلہ کی مارکیٹ میں توازن دیکھنے میں آیا ہے جو درمیانی مدت میں قرضے ادا کرنے کی مد میں فائدہ مند ثابت ہوگا
",0
